ptprf,ctnna1,znf207,psmd4,dctn2,acta2,atp6v1f,gnpat,vwf,plod3,polr2g,gmfb,nol7,fam20b,ap3b1,hsph1,tfrc,parp1,dap3,thy1,kpnb1,lsm2,hgs,creb3l2,cap2,sae1,c8orf33,parp12,ptcd1,lage3,slc41a3,chst4,plvap
7.4,6.511,6.788,8.502,7.938,8.346,7.746,8.57,4.407,7.622,6.433,4.115,7.762,5.121,4.274,6.924,7.042,5.844,7.016,4.294,8.408,5.113,7.452,6.92,3.603,6.214,4.66,5.825,6.107,5.495,4.841,5.351,4.431
7.011,6.749,8.018,8.963,8.589,8.359,7.899,8.428,5.85,7.9,7.141,4.972,8.994,5.919,4.434,8.011,9.302,6.312,8.182,4.904,8.442,6.032,7.398,8.083,6.254,6.926,6.926,7.159,5.679,7.734,4.903,4.073,7.151
6.383,5.831,5.637,8.274,7.581,8.378,7.453,8.488,4.669,6.728,6.744,3.97,7.485,4.584,4.533,6.838,8.153,5.66,7.47,4.255,8.443,5.104,6.685,7.01,4.194,5.949,4.719,5.325,5.892,5.183,4.874,4.598,4.283
5.478,7.231,7.955,9.538,8.955,11.036,8.327,9.3,6.857,8.087,7.72,4.999,8.943,5.95,3.85,8.963,8.938,7.493,9.15,4.629,7.878,6.216,7.545,7.65,7.048,8.232,7.179,7.583,6.228,6.366,5.221,4.517,5.694
7.125,6.897,7.402,9.637,8.021,7.933,8.012,9.307,7.516,7.848,8.373,5.305,9.017,6.975,5.484,7.475,9.344,6.801,9.12,4.361,8.577,5.7,7.18,7.563,5.853,6.309,5.623,6.472,5.717,7.722,5.865,4.067,7.72
6.188,7.502,7.662,10.1,8.419,9.082,8.403,9.983,5.875,9.001,7.213,5.15,9.44,6.484,4.269,7.52,9.908,7.538,9.494,4.564,8.05,6.513,7.585,7.974,7.709,8.083,5.949,7.171,6.074,6.127,6.07,4.219,6.203
7.037,6.791,7.21,8.425,8.076,8.558,8.17,7.943,5.131,7.602,6.996,3.058,7.919,4.799,4.073,6.826,7.916,6.227,7.379,3.844,7.741,5.697,6.541,6.765,4.054,6.11,4.859,5.368,5.723,5.563,5.471,6.009,4.484
6.537,7.541,8.202,8.461,8.769,9.777,8.641,9.363,6.63,9.191,8.206,6.284,8.774,5.802,4.539,8.605,8.837,6.105,8.322,5.389,8.543,5.375,7.363,7.869,6.148,5.434,5.612,6.86,6.712,7.105,5.854,4.091,7.798
5.973,6.695,7.048,8.356,8.27,9.628,7.753,8.11,6.402,7.453,6.915,4.19,7.945,5.283,4.3,6.768,7.214,6.118,7.487,4.458,8.566,4.557,6.803,7.327,4.67,6.359,4.546,6.684,5.592,5.428,4.863,5.811,4.828
7.577,7.331,7.208,9.504,8.543,9.301,7.942,9.317,4.993,8.85,7.496,6.605,10.691,5.343,5.259,8.416,9.499,6.64,8.781,5.386,8.972,6.543,6.184,8.608,7.547,8.285,5.55,7.961,6.266,7.432,4.679,3.548,4.291
6.796,6.473,6.738,8.144,7.59,8.707,7.828,8.337,5.302,7.124,6.421,4.208,8.06,5.317,4.001,6.984,7.421,5.802,7.654,4.425,8.17,4.653,6.87,6.97,4.472,6.373,4.913,5.076,5.214,5.711,5.135,5.67,4.827
6.13,6.892,7.882,8.612,7.812,10.003,8.098,8.283,6.077,7.614,7.13,5.707,8.369,5.657,4.307,7.957,9.168,6.535,7.695,4.236,8.736,5.441,7.5,7.765,5.467,6.545,6.329,7.175,5.283,5.793,5.605,4.957,5.852
6.148,6.762,6.681,8.761,8.529,9.291,8.153,8.465,6.205,7.948,7.05,3.951,7.851,4.785,3.997,6.705,8.222,5.953,7.534,4.396,8.018,5.43,6.889,7.276,4.292,6.539,5.111,7.204,5.565,5.651,5.298,7.212,5.055
6.54,7.224,7.297,8.158,8.309,9.853,8.162,8.284,7.821,7.428,7.248,4.128,7.995,5.524,4.152,7.337,7.748,6.228,7.426,4.847,8.301,5.284,7.064,8.172,4.054,6.924,5.351,6.936,5.196,5.72,5.351,7.155,6.563
6.658,7.03,7.399,8.369,7.984,9.72,7.767,8.505,6.667,7.649,7.425,4.565,8.218,5.556,3.923,8.196,8.204,6.455,7.842,4.903,8.668,5.483,7.005,7.279,4.618,7.171,4.784,7.543,5.178,5.694,4.712,6.649,5.565
7.543,8.374,8.175,10.434,8.398,6.846,8.352,10.052,5.145,8.086,6.85,5.139,10.537,6.369,5.023,8.897,9.147,8.361,8.849,4.09,8.13,6.72,7.238,7.599,7.259,7.465,6.557,5.964,5.76,7.634,5.683,4.153,4.808
6.783,7.325,8.706,9.52,8.612,8.692,8.205,10.428,4.917,9.56,7.042,6.153,9.963,6.592,4.306,8.917,8.379,7.914,9.286,4.328,9.392,5.93,7.474,8.094,5.291,7.57,6.412,6.38,6.685,4.879,5.514,3.72,5.901
6.256,7.513,8.729,10.212,8.574,9.548,8.759,9.951,6.906,6.95,7.465,6.396,9.689,6.585,5.944,7.852,10.068,7.752,10.379,5.956,9.289,6.65,7.975,7.56,7.25,8.272,5.386,6.257,6.204,7.371,5.377,3.537,7.248
6.681,6.533,6.79,9.21,8.127,9.546,8.142,10.754,5.382,7.806,7.445,4.157,9.177,4.725,4.018,8.839,10.145,7.631,8.188,4.72,6.802,6.327,6.139,8.513,4.908,7.167,4.576,6.603,5.803,5.51,6.306,3.931,4.655
6.88,5.951,5.976,8.429,7.741,8.106,7.52,8.304,4.067,7.289,6.473,3.856,7.683,5.508,3.91,6.619,7.992,5.818,7.8,3.929,8.317,4.602,6.557,7.124,4.396,6.277,4.943,5.443,5.11,4.928,5.075,4.583,4.246
6.822,6.759,7.083,8.416,7.734,8.519,7.777,8.424,5.173,7.334,6.809,4.107,8.251,5.628,4.265,7.051,7.557,6.067,7.8,4.345,8.091,5.297,6.862,7.059,4.267,6.053,5.462,5.802,5.013,5.656,5.182,5.358,4.307
5.211,5.066,5.721,7.356,7.28,9.227,6.426,6.801,4.959,7.046,6.049,3.975,6.64,5.399,4.181,6.211,6.227,6.419,6.432,3.629,7.953,4.552,4.91,5.503,4.501,6.242,4.869,6.077,4.7,4.482,4.55,3.685,3.73
6.164,5.952,5.974,8.272,7.935,9.169,7.061,8.111,4.103,7.407,6.174,3.146,6.546,5.126,4.327,7.224,7.511,5.466,6.764,4.273,8.869,4.488,7.183,6.864,4.986,5.779,4.997,6.651,5.373,4.83,5.28,4.284,4.3
6.54,5.125,6.097,9.636,7.996,8.9,6.414,10.166,5.387,7.382,6.593,7.088,8.912,5.948,4.933,9.633,7.436,7.648,8.83,4.525,8.609,4.232,5.899,7.63,6.808,6.232,4.633,7.252,6.879,6.056,4.903,4.515,5.226
5.948,7.09,8.041,9.607,8.637,7.804,8.325,9.605,5.47,7.813,7.785,5.589,9.608,6.331,4.323,7.963,9.36,7.822,9.197,4.37,9.104,6.653,7.645,7.164,8.35,8.171,7.119,6.842,6.358,7.963,5.671,4.037,5.534
6.224,6.158,7.015,8.149,8.099,8.286,7.883,8.114,5.886,7.255,6.309,3.95,7.382,5.13,4.196,7.742,7.721,6.002,7.18,4.333,8.48,4.676,6.855,7.385,3.806,6.064,4.492,6.575,5.021,5.278,5.172,4.794,5.053
6.305,6.171,6.803,9.013,8.315,8.801,8.484,9.38,6.475,7.106,7.587,3.818,9.338,4.225,4.568,8.233,9.403,6.674,8.26,3.853,9.101,6.244,6.95,8.864,4.742,9.081,6.01,8.388,6.595,5.938,4.991,3.2,5.123
7.311,6.934,8.402,9.131,8.676,8.244,7.94,8.29,5.909,8.355,7.622,6.616,9.076,6.842,4.13,9.279,9.201,7.008,8.347,4.541,8.932,5.635,7.287,8.006,6.836,7.828,6.495,8.379,5.856,6.947,5.146,3.845,6.573
7.901,6.351,7.313,9.61,8.456,7.727,8.876,9.162,4.14,8.187,6.615,4.426,8.6,5.864,3.939,7.68,9.507,6.644,7.403,4.715,9.153,4.883,9.07,7.51,7.196,7.82,6.167,8.372,6.579,8.373,5.15,4.243,6.737
5.928,7.056,7.123,8.413,8.531,7.95,8.689,8.638,6.388,8.209,7.136,3.885,8.026,4.791,4.155,6.797,8.89,5.963,7.512,3.943,6.645,6.097,7.567,7.586,6.158,6.153,5.531,5.856,5.513,6.278,5.442,4.306,6.757
5.628,4.005,5.715,5.688,7.658,6.844,4.202,5.027,5.101,6.997,3.973,3.844,3.991,4.554,5.198,4.885,5.553,5.298,4.826,3.897,4.534,5.734,4.921,5.819,6.135,4.909,5.32,5.27,5.297,5.171,4.999,4.119,4.595
7.556,6.707,7.098,8.495,7.863,8.436,7.597,8.541,5.464,7.088,6.94,4.562,8.652,5.682,4.632,7.644,7.864,6.024,7.752,3.812,8.742,4.974,6.385,7.314,4.174,6.329,5.254,6.301,5.043,5.713,4.952,5.567,4.482
7.796,6.72,7.713,9.405,8.27,9.192,8.464,10.199,7.183,7.617,7.725,4.61,9.206,5.595,4.424,7.191,8.635,8.034,8.479,5.485,8.91,6.109,7.768,8.612,5.47,7.776,5.943,7.834,6.566,6.091,5.448,4.161,8.149
7.028,7.971,8.414,9.634,8.62,9.236,8.633,9.095,5.358,8.277,7.896,5.861,9.434,6.121,4.656,9.236,9.038,7.304,9.3,5.316,9.252,5.843,8.164,7.46,6.397,7.659,6.359,6.996,5.628,7.244,5.541,4.022,6.172
6.714,6.835,7.14,8.558,8.199,9.772,7.771,8.619,5.956,7.567,7.156,4.672,8.174,5.817,4.144,7.633,8.198,6.179,7.801,4.507,8.165,5.204,6.77,7.667,5.64,6.493,5.108,6.221,5.44,5.811,5.163,4.603,4.612
6.584,7.365,7.913,9.352,9.575,9.096,9.012,8.498,5.799,7.672,8.785,6.266,8.71,5.696,4.27,7.986,9.928,6.837,9.196,4.558,8.777,5.735,7.373,7.59,6.541,8.304,7.856,8.203,6.293,6.227,6.071,3.896,6.161
7.041,6.391,6.91,8.35,7.816,8.467,7.601,8.343,4.757,7.496,6.803,4.189,7.955,4.991,4.166,7.681,7.725,6.094,7.542,3.878,8.457,4.711,7.194,7.671,4.421,6.154,5.113,6.866,5.543,5.942,4.911,5.594,4.585
6.117,7.949,7.832,10.08,8.261,9.468,8.036,9.939,7.171,8.718,7.18,6.285,9.053,7.509,4.225,7.368,7.891,7.481,9.023,5.086,8.217,5.309,8.034,7.925,7.584,7.11,5.576,7.734,6.248,6.463,5.846,3.752,7.391
6.706,8.103,8.351,8.693,8.684,9.196,8.989,8.661,4.637,8.821,7.973,5.193,8.561,6.49,4.229,7.285,9.546,7.312,8.899,4.929,8.742,5.271,7.399,8.097,6.377,7.781,4.705,7.005,6.068,7.018,5.162,4.279,6.618
6.586,6.579,7.07,8.411,8.176,8.317,8.031,7.803,5.593,7.674,6.589,4.377,7.687,4.752,4.259,7.806,8.792,6.032,7.369,4.092,7.999,4.959,7.034,6.763,4.586,6.5,4.899,6.922,5.275,5.381,5.064,6.013,4.155
6.857,6.17,6.355,8.021,7.603,8.959,7.608,8.248,4.448,6.945,6.176,3.727,7.93,5.719,3.862,7.031,7.543,5.747,7.2,4.413,8.252,4.893,6.634,7.63,3.902,5.581,4.634,5.063,5.22,5.256,5.585,5.172,4.275
6.928,7.794,8.495,9.211,8.646,9.812,8.451,8.744,5.869,7.799,8.144,5.381,9.146,5.797,4.628,8.553,10.378,7.125,8.296,5.463,9.313,5.878,7.927,8.445,6.61,7.993,6.494,8.448,5.995,6.094,5.575,4.457,6.941
6.763,6.992,7.678,8.336,7.914,8.41,7.858,8.304,4.574,7.252,6.898,4.417,8.652,5.061,4.306,7.91,8.08,5.97,7.525,4.349,8.046,4.998,6.271,7.801,4.092,5.725,5.307,5.913,5.482,5.487,4.889,5.884,4.024
7.794,7.466,7.339,9.327,8.741,8.055,7.462,9.219,5.994,9.352,7.027,4.782,8.344,7.275,4.32,7.989,7.343,6.081,8.347,4.203,8.331,5.618,7.53,8.7,7.182,7.317,6.779,6.871,7.302,6.822,5.826,4.014,7.114
7.409,6.396,6.976,9.184,8.566,9.568,8.465,8.891,7.738,8.582,6.912,5.201,7.848,4.973,4.481,8.413,8.303,6.552,7.709,4.759,8.431,4.632,7.685,8.4,6.288,6.919,5.917,7.752,6.785,6.647,5.716,3.99,7.39
6.657,6.558,6.696,8.439,8.03,8.565,7.74,8.254,5.303,7.356,6.51,4.119,7.849,5.59,4.344,7.636,7.693,5.886,7.572,4.019,7.931,4.776,6.486,7.198,3.944,5.933,4.834,5.721,5.319,5.376,4.943,5.44,4.526
6.429,7.472,7.965,9.279,8.147,8.972,7.478,9.325,4.384,7.518,7.695,6.579,8.623,5.804,3.974,8.691,9.626,7.344,8.606,4.192,8.458,6.028,6.985,7.677,5.963,8.179,6.205,7.22,5.733,5.819,5.836,4.879,5.333
7.318,7.32,7.738,8.083,7.996,9.858,7.925,8.059,5.775,7.381,7.118,5.074,8.43,5.413,4.589,7.305,7.823,6.652,7.54,4.975,8.027,4.906,6.549,6.856,3.771,6.392,5.235,5.925,5.185,5.322,4.772,4.922,5.157
6.862,6.829,7.362,8.089,7.73,8.78,7.616,8.38,4.591,7.266,7.216,4.915,8.395,5.7,4.108,7.641,10.054,5.6,7.535,4.122,8.312,5.313,6.931,7.007,4.615,5.694,5.177,5.829,5.615,5.706,5.2,5.531,4.735
6.594,7.797,8.817,10.436,9.344,8.848,8.186,9.276,5.125,7.461,7.692,6.379,10.27,7.046,4.614,9.848,10.08,7.5,9.504,4.581,8.783,5.979,8.209,6.633,7.832,7.628,6.55,6.892,5.919,6.794,4.91,4.053,6.704
6.548,7.151,7.334,8.055,8.121,10.072,7.96,8.416,5.54,7.786,7.017,5.011,8.061,5.373,3.862,7.55,7.985,5.904,7.406,4.828,8.063,5.125,7.261,7.419,4.998,6.626,4.871,6.682,5.263,5.691,5.136,6.337,5.817
7.016,6.106,5.916,8.77,7.91,8.021,7.5,7.886,4.806,7.029,6.26,3.679,7.837,5.3,4.418,6.678,6.802,5.342,7.013,3.995,8.662,4.399,6.764,6.692,3.69,5.721,4.578,6.157,5.444,5.308,4.726,4.593,4.379
5.755,7.688,7.989,9.807,7.968,9.863,7.873,9.41,5.449,7.856,7.26,4.376,8.406,6.469,3.996,7.503,9.694,7.278,9.275,4.162,9.4,6.456,6.659,7.136,5.606,7.859,6.823,6.964,5.278,6.164,5.095,3.572,6.595
7.046,7.351,8.444,9.897,8.733,10.519,8.946,10.313,5.39,7.466,7.946,6.694,9.345,6.603,4.665,9.482,9.326,8.185,9.441,5.051,8.911,5.899,7.924,7.776,6.752,8.279,7.178,7.688,6.194,6.865,5.578,4.238,6.086
7.631,7.367,7.5,9.355,8.671,9.901,8.239,8.925,5.913,7.437,7.736,4.932,9.325,5.202,5.07,8.743,9.567,7.22,8.853,5.504,9.068,5.106,7.112,8.361,6.354,7.954,5.741,7.172,5.979,6.509,4.923,3.631,5.555
6.716,8.183,8.239,9.568,7.981,8.36,8.529,10.133,6.385,8.055,6.821,6.492,9.522,7.985,5.204,7.248,6.9,7.219,9.159,3.915,8.481,5.856,7.622,8.15,7.741,7.146,5.573,6.304,6.24,5.805,6.176,3.723,5.954
7.116,7.556,7.469,9.945,7.811,10.04,8.248,10.06,5.395,9.177,7.307,5.309,8.257,7.101,4.302,8.832,8.905,7.506,8.535,4.685,8.174,5.648,7.957,8.384,8.063,6.525,6.351,8.846,5.978,4.981,5.917,3.702,6.367
7.023,6.799,7.107,8.266,8.331,9.529,7.95,8.367,6.343,7.417,6.855,4.466,7.768,5.173,3.988,6.987,8.21,6.043,7.305,4.597,8.316,4.785,7.077,7.203,4.915,6.398,5.042,6.582,5.561,5.625,5.495,7.356,5.791
7.456,5.78,6.585,9.316,7.757,10.223,7.001,8.9,7.222,7.181,7.118,5.028,8.905,5.154,4.997,8.331,8.003,5.857,8.263,6.005,8.951,5.21,6.476,7.94,5.201,6.68,5.328,7.512,6.567,6.496,5.154,4.421,5.617
6.154,5.992,5.871,8.373,7.849,9.327,7.841,7.545,5.311,6.606,6.193,3.67,7.45,5.312,4.165,6.458,6.6,6.121,7.344,4.256,7.68,5.608,5.309,6.814,4.516,6.701,5.123,6.253,4.605,5.115,4.779,5.205,4.489
7.584,6.642,6.773,8.527,7.703,8.514,7.262,8.485,4.703,6.963,6.929,4.516,8.62,5.359,4.456,7.123,7.426,5.905,7.65,3.976,8.607,5.252,6.446,6.922,4.047,5.843,5.406,5.646,5.357,5.702,5.145,5.897,4.186
6.287,6.74,7.147,8.317,7.773,8.247,7.837,8.601,4.684,7.561,6.96,5.167,8.029,4.931,4.06,7.859,7.381,6.006,7.519,4.277,8.682,5.679,6.59,7.786,4.905,6.281,5.001,6.939,5.454,5.709,4.927,5.387,3.824
7.288,6.629,7.837,9.265,8.654,7.944,8.191,9.75,5.476,8.759,7.868,5.903,9.122,6.337,4.62,7.744,9.513,7.038,8.872,4.363,8.47,6.127,7.835,8.182,8.384,8.64,6.965,8.317,5.957,6.092,5.177,3.387,6.598
6.851,7.446,7.799,9.282,8.331,11.252,8.432,9.265,7.392,8.513,7.657,5.395,8.27,6.977,4.344,7.913,9.571,6.748,8.433,6.464,8.886,5.981,7.586,8.179,6.385,7.48,6.422,7.545,5.349,6.79,5.308,5.303,7.078
7.505,6.342,7.672,9.416,8.43,8.683,8.822,9.076,7.235,7.947,8.424,4.176,9.283,6.823,4.653,7.037,7.871,6.879,8.509,4.307,9.357,4.942,8.045,7.777,6.601,7.031,3.798,7.504,5.539,7.06,4.797,4.11,4.196
6.314,6.9,7.733,8.442,7.867,8.085,7.725,8.575,4.69,7.234,7.335,5.209,8.484,5.417,4.732,7.576,8.655,5.948,7.744,3.714,8.277,4.747,6.565,7.258,4.022,6.19,5.072,5.947,5.496,5.422,4.861,5.819,4.086
8.096,7.335,8.543,9.567,8.438,9.111,8.292,9.465,6.615,8.075,8.048,7.028,9.316,6.941,4.273,6.59,9.187,7.189,8.389,5.095,9.192,6.593,8.534,6.94,9.396,7.924,4.978,7.234,6.033,8.277,6.552,4.106,7.958
6.655,6.504,7.266,7.835,7.659,8.326,7.553,8.299,4.735,7.445,6.508,4.312,7.685,5.282,4.191,7.458,7.756,6.197,7.32,4.275,8.384,4.915,7.235,6.907,4.44,6.053,5.077,6.506,5.355,5.503,4.838,5.837,5.014
6.766,7.049,7.255,8.256,7.858,7.648,7.624,8.029,4.788,6.923,6.495,4.463,7.958,5.607,4.251,7.273,7.659,5.917,7.544,3.94,7.937,4.498,6.821,6.937,3.483,5.419,4.65,5.583,5.154,5.384,5.035,4.937,4.884
7.55,6.881,7.136,8.338,8.096,9.367,7.858,8.328,5.589,7.53,6.749,4.845,8.93,5.49,4.821,7.378,9.699,6.438,7.789,4.26,8.77,5.174,6.415,7.653,4.287,6.27,5.267,6.416,5.236,5.512,5.178,5.807,5.145
8.074,6.758,7.984,9.704,8.437,9.208,7.583,9.867,6.032,9.643,7.789,5.835,9.262,6.43,4.238,8.264,9.644,7.989,9.029,4.446,8.771,5.748,8.267,7.763,6.486,7.846,5.938,6.641,5.904,7.379,5.2,3.936,5.928
6.93,6.261,6.698,8.446,7.7,7.846,7.28,8.297,4.394,7.216,6.425,3.828,7.843,5.148,4.105,7.32,7.221,6.058,7.743,3.987,8.466,4.542,7.133,7.14,4.287,5.792,5.111,6.912,5.276,5.31,5.134,5.444,4.044
7.044,7.291,7.999,9.723,8.047,7.978,8.153,9.623,4.501,7.678,7.791,6.377,9.372,7.397,4.668,9.201,9.428,7.163,9.501,3.991,8.789,6.075,6.65,7.421,7.946,7.577,7.144,6.273,6.361,8.483,5.473,3.545,5.95
6.416,6.658,7.26,8.376,7.691,7.891,7.462,8.327,4.446,6.996,7.244,4.193,8.068,5.188,4.275,7.475,7.766,6.151,7.924,3.636,8.238,5.033,5.273,7.379,4.016,6.278,5.098,5.847,5.0,5.141,4.772,4.736,4.252
7.458,7.417,7.868,9.287,8.519,7.852,8.692,9.393,8.119,7.91,6.445,4.688,8.605,5.283,4.149,7.002,6.687,6.986,8.219,4.366,8.396,6.031,7.364,8.106,6.352,6.76,5.416,7.144,5.506,6.578,5.181,4.021,7.715
7.444,7.338,7.514,9.11,8.339,9.142,8.166,9.325,5.125,7.817,7.802,4.946,9.891,5.696,4.022,8.019,8.542,7.283,8.076,5.271,9.687,7.375,7.284,7.17,7.067,8.458,5.582,7.524,4.844,7.45,5.255,4.165,6.26
6.815,5.991,6.508,8.331,7.89,8.372,7.676,8.322,5.203,7.149,6.616,3.827,7.432,4.922,4.309,7.561,7.564,5.693,7.033,4.437,8.341,4.506,6.844,7.508,4.147,6.322,5.094,6.295,5.527,5.813,5.113,5.319,4.186
6.797,7.468,7.667,9.836,8.279,7.751,8.447,9.726,6.144,7.52,7.54,4.71,9.259,6.648,4.715,8.617,9.157,7.615,8.809,4.76,9.234,6.004,8.13,8.077,4.497,8.132,6.205,7.706,6.274,5.491,5.123,3.843,6.73
6.184,6.172,6.88,8.203,8.18,7.923,7.397,8.25,5.035,7.985,5.711,3.282,7.099,4.817,4.498,7.351,8.566,6.102,6.788,3.424,7.606,5.489,6.719,6.385,4.724,5.205,4.628,5.472,5.556,5.298,4.865,4.42,5.187
7.178,7.002,7.375,9.311,8.157,8.307,8.248,8.386,6.234,7.518,6.844,4.038,8.915,5.863,4.3,8.152,9.662,6.526,7.789,4.501,8.534,5.383,7.837,8.227,6.445,7.96,5.652,6.566,5.573,6.508,4.939,3.846,6.164
6.685,7.041,7.267,9.405,8.159,9.457,8.43,9.209,5.571,7.545,6.741,5.21,9.29,4.189,3.729,9.017,9.305,6.903,8.599,4.519,7.931,5.496,7.033,8.436,5.723,7.959,6.826,7.896,6.275,5.799,6.284,4.167,5.21
7.003,6.305,6.441,8.192,7.792,8.23,7.658,8.167,4.442,7.274,6.951,4.256,7.278,5.437,4.158,7.505,7.677,5.834,7.337,3.973,8.308,5.425,6.757,7.29,4.853,6.505,4.909,6.654,5.28,5.066,4.821,4.566,4.132
6.429,6.227,6.72,7.864,7.896,8.295,7.618,8.179,5.558,7.148,7.041,3.896,8.046,5.927,4.097,7.215,7.212,5.991,7.25,4.625,8.237,4.962,6.412,7.525,4.483,6.01,5.023,5.81,5.193,5.685,4.842,5.25,4.446
7.434,7.869,8.59,8.965,8.546,7.413,9.02,8.836,4.842,8.552,7.511,5.607,9.402,5.96,4.637,8.505,9.744,7.052,8.968,4.679,8.799,6.38,8.382,8.477,6.773,8.858,6.292,8.31,6.342,7.336,5.3,3.991,6.767
6.765,6.506,6.942,8.225,7.982,9.657,8.035,8.468,6.001,7.941,6.875,4.47,7.564,5.115,4.132,7.104,7.285,5.958,7.412,4.806,8.416,4.921,7.201,7.117,4.527,6.191,4.977,7.784,5.347,5.322,5.076,7.019,4.88
6.621,6.997,7.527,8.114,7.907,8.339,7.78,8.376,5.482,7.603,7.084,4.825,8.067,5.586,3.939,8.133,8.077,6.339,7.896,4.054,7.834,4.796,6.692,7.039,4.545,6.67,4.998,6.927,5.207,5.783,5.105,5.167,4.227
5.775,5.741,6.511,7.99,7.944,8.685,7.576,7.675,5.829,6.633,5.795,3.779,7.174,5.109,3.901,6.698,6.553,6.49,7.502,3.631,7.152,6.206,4.963,6.814,3.964,6.169,4.524,5.588,4.554,4.597,5.126,4.477,4.462
7.733,6.418,6.564,8.541,7.709,8.066,7.315,8.481,4.9,7.497,6.861,4.606,8.415,5.171,5.049,7.601,7.471,6.168,7.718,4.073,8.784,4.722,6.991,7.493,4.428,6.298,5.242,6.32,5.68,5.51,5.058,5.452,4.403
6.471,6.521,6.897,8.478,7.67,7.986,7.776,8.005,4.327,7.012,6.176,3.691,8.213,4.789,4.955,7.969,7.124,5.598,7.669,4.092,8.03,4.377,6.341,7.219,4.206,5.345,5.149,5.835,5.35,5.116,4.886,5.253,4.566
7.998,6.272,7.065,10.325,8.023,8.735,7.232,10.623,5.639,7.222,7.888,5.761,8.79,6.03,4.649,8.278,8.871,7.077,8.889,4.542,9.01,4.756,7.009,8.427,7.673,7.111,5.943,6.514,6.247,6.759,4.959,3.894,5.031
6.4,7.219,7.38,7.927,7.909,9.702,7.721,8.644,7.026,7.729,7.007,4.425,7.929,5.302,3.755,7.107,7.379,6.307,7.629,4.02,8.061,4.756,6.791,7.421,4.813,5.938,4.782,6.114,5.377,5.179,5.061,7.224,5.476
6.782,6.41,7.648,9.697,8.554,7.637,8.395,10.51,4.786,8.322,7.499,6.841,9.325,5.513,4.577,8.178,7.521,6.829,8.605,4.22,9.399,5.825,8.503,8.924,6.496,8.86,6.057,7.343,6.847,5.816,5.226,3.98,5.217
6.032,6.743,6.503,8.486,7.681,7.748,7.448,8.31,4.229,7.11,6.756,3.852,7.56,5.076,4.06,7.455,8.324,5.727,7.168,3.539,8.01,5.747,6.394,6.471,4.02,6.739,4.935,6.568,5.323,5.401,5.239,4.519,4.577
6.013,7.368,7.891,9.281,8.939,8.973,8.737,9.676,4.127,7.844,8.16,6.111,9.209,5.743,4.51,9.122,11.519,7.263,8.681,4.026,9.228,6.027,7.82,8.085,5.094,8.776,6.943,7.506,5.549,6.927,5.698,3.772,4.988
6.544,6.174,6.855,8.236,7.441,8.841,7.733,7.685,4.701,7.3,5.929,3.434,7.522,4.869,4.32,6.493,7.477,5.772,7.203,3.869,7.96,4.721,6.97,6.274,4.314,5.439,4.496,6.001,5.69,5.557,5.062,5.286,4.615
7.577,7.585,8.024,9.962,8.466,9.2,8.292,9.12,3.682,7.748,7.776,5.421,10.399,6.418,5.698,8.678,10.248,7.308,9.503,5.518,9.514,8.108,7.602,8.412,6.934,8.799,6.507,7.096,5.92,7.277,5.89,3.808,4.635
6.883,6.269,6.477,7.878,7.988,7.56,7.345,8.401,4.57,7.786,6.122,3.728,7.004,4.823,4.392,6.671,8.13,5.804,7.376,3.735,7.503,5.182,6.717,6.808,4.201,5.134,5.13,6.281,5.196,5.564,4.83,4.163,4.458
7.254,7.95,8.433,9.306,8.793,9.412,8.695,9.981,4.378,7.923,7.863,7.496,9.239,6.781,4.244,9.261,8.821,8.078,9.07,4.771,8.736,5.6,7.52,8.517,7.358,8.382,5.73,6.928,5.58,6.129,5.968,3.762,5.86
6.931,6.203,6.605,8.603,7.613,7.379,7.385,8.802,4.432,6.927,6.393,3.842,7.633,4.982,4.258,7.215,7.261,5.883,7.455,3.709,8.611,4.834,6.495,7.191,4.206,6.338,4.232,6.484,4.897,4.612,4.816,5.056,4.144
6.85,7.249,8.203,9.236,8.594,9.399,8.049,8.86,6.558,8.463,7.803,5.37,8.723,7.065,4.278,7.481,8.716,6.7,8.691,4.62,7.835,4.914,7.402,8.151,7.51,7.287,5.765,7.326,5.885,6.419,5.303,4.12,6.51
6.849,6.685,6.939,8.502,8.191,8.519,7.951,8.061,4.756,7.181,6.913,4.273,8.27,5.325,4.109,7.223,7.743,5.883,7.596,3.837,8.101,5.344,6.42,6.647,4.982,6.455,5.032,6.409,5.756,5.421,5.09,6.297,4.14
6.773,6.039,6.012,8.586,7.863,7.946,7.82,8.323,4.723,7.154,6.974,4.017,7.46,4.201,4.27,6.944,6.933,5.958,7.331,3.854,8.447,5.152,6.796,6.581,4.18,6.494,4.689,6.753,5.366,5.365,5.079,5.342,4.597
6.513,5.819,7.404,8.675,7.263,9.132,7.822,8.565,4.985,7.021,6.322,4.098,7.054,4.214,4.312,6.855,6.629,5.524,6.155,4.038,8.33,4.227,6.714,6.503,3.766,5.004,3.92,5.9,5.234,6.065,4.904,5.646,4.025
5.249,7.355,7.005,9.463,8.881,9.939,8.253,8.987,5.21,7.437,7.993,4.503,9.276,5.716,4.246,8.21,7.744,7.699,7.279,4.85,8.529,4.303,6.586,7.684,4.565,7.447,3.472,7.299,4.307,5.302,4.266,4.445,5.74
