,logFC,AveExpr,t,P.Value,adj.P.Val,B
RAP2A,1.21118350551458,7.7012448565463,18.9316719862938,9.11620415097922e-59,5.94196608322839e-58,122.853143002184
COL15A1,1.05301081775624,6.24769327002083,18.9204541135282,1.02461463690693e-58,6.66581681396838e-58,122.736568198387
SPC24,1.17277454969479,7.45190181764815,18.919799910769,1.03162034841094e-58,6.69870679922796e-58,122.729770005842
HGFAC,-2.44072280049584,8.81894640042593,-18.9161093927526,1.07204769747125e-58,6.94808271851653e-58,122.691420160892
FBP1,-1.9619926265646,11.5740763292176,-18.8574390690527,1.97501632074061e-58,1.2680712264942e-57,122.081848304203
BOP1,1.54078119453021,8.81418977444907,18.8536436938723,2.05463118912739e-58,1.31672726392772e-57,122.042421621156
NOL7,1.03155447253749,9.73142772257639,18.8438994536237,2.27403474951443e-58,1.45461999340448e-57,121.9412012494
NDRG2,-1.10411481781979,9.53024865906713,-18.8139168651201,3.10716130889692e-58,1.97284641331995e-57,121.629783787809
ZNF581,1.03883578172187,7.96924866502778,18.7648691698186,5.17711521747491e-58,3.26300748110574e-57,121.120453918456
IMPDH2,1.06754319440313,9.59716548315972,18.7570276240903,5.61734118637931e-58,3.52108886408995e-57,121.039037133017
LY6E,-1.9780105664875,10.7213761216736,-18.7350955364419,7.0575440102961e-58,4.40775703188493e-57,120.811340825697
TUBB,1.11631780742656,9.36555075472569,18.7320727541299,7.28306579297283e-58,4.54035045351391e-57,120.779960870988
RRAGD,1.44883778520104,8.82260420466204,18.6994777233456,1.02236072760931e-57,6.35046853406506e-57,120.441621347123
KLKB1,-1.70505469529479,9.81957560012268,-18.6789870803191,1.26527033230188e-57,7.81691293427508e-57,120.228959041935
COL1A1,1.71207126230312,8.03913576247222,18.6425372943275,1.84859320623316e-57,1.13594233692503e-56,119.850727693631
F9,-2.11743070704896,10.1699990663148,-18.6370442375893,1.95727875598275e-57,1.20058080835728e-56,119.793734538705
BRSK1,1.46824223178438,7.75702452913889,18.6272336631507,2.16752268699001e-57,1.32481146437913e-56,119.69194967618
FAM50A,1.12204883458125,9.7062267359375,18.5476912033169,4.95604672596742e-57,3.01844335171952e-56,118.866919393821
HAO2,-1.3808266109651,7.69916587251157,-18.5064851911672,7.60558527398315e-57,4.59950447467115e-56,118.439682750521
SRXN1,1.28205474934583,8.06888273027546,18.4981614448238,8.29275766560912e-57,4.98872549586118e-56,118.353393159317
GBP2,1.56960575951563,9.37313963423611,18.4890637533448,9.1149864191379e-57,5.4737724387655e-56,118.25908559999
CDC45,1.01297568488437,6.50682043464583,18.4375129062976,1.55724192445272e-56,9.31903486148974e-56,117.724809653319
RDH16,-2.59116850477292,10.8668785055324,-18.4245790116297,1.78115840111183e-56,1.06220123399638e-55,117.590790421465
ANXA10,-1.81708926765208,8.95319839448843,-18.409929582213,2.07387290053652e-56,1.23461930907157e-55,117.439008991088
PCLAF,1.26831152830521,7.14102565519907,18.3545639159835,3.68523014539115e-56,2.17131484552635e-55,116.865505751342
AKR1D1,-1.24873310264011,10.552538169831,-18.1719985309857,2.44970875920905e-55,1.41662450974463e-54,114.975988843802
FAM83H,1.41593171979687,7.72208109261111,17.8979373321982,4.18770836191277e-54,2.32763401669423e-53,112.144426486457
COL5A2,1.43829472594687,7.58064795935417,17.8645783839082,5.91369546272136e-54,3.26584307306236e-53,111.800198795035
SMYD3,1.24377239036771,7.73980182022685,17.8606545780595,6.15865659893063e-54,3.39566379090317e-53,111.759715866831
PIK3R2,1.39509685972187,9.32538976938889,17.858420946095,6.30260290340875e-54,3.46946169442453e-53,111.736671511746
ASPDH,-1.51174973860105,8.27055296586574,-17.8420125845836,7.46834052074406e-54,4.0980430812709e-53,111.567400208362
LAGE3,1.11629139541041,8.7295539975787,17.8324555298019,8.24419881972305e-54,4.51655868353249e-53,111.468819142503
SF3A2,1.10906116842604,8.89857677218981,17.8231903259529,9.07316259496911e-54,4.96278877606989e-53,111.37325632446
THRSP,-2.1989456727625,8.84189022842361,-17.8181328318828,9.56028059153308e-54,5.22091634847633e-53,111.321095760736
AFM,-2.42795227818541,11.7760819486991,-17.7919178426269,1.25366064527642e-53,6.80303999450947e-53,111.050763961366
CYP2C8,-3.07817093869272,11.9505643873981,-17.7390054942405,2.1661268801358e-53,1.16442031819507e-52,110.505317216074
SOCS2,-1.45137760896251,8.33887040384028,-17.7211423426833,2.60519512985321e-53,1.39390113256165e-52,110.321233433079
PDK4,-1.86911986906458,9.73697495362731,-17.559224342007,1.38618125624327e-52,7.26951544304675e-52,108.6540191515
CLCN7,1.13705855736562,9.84361604897917,17.5496238216979,1.5304924227959e-52,8.01408761021941e-52,108.555246251543
UBD,2.13785816286562,9.89760658472917,17.46652725846,3.60534495810599e-52,1.86792759141691e-51,107.700713145533
GRAMD1A,1.12846565934375,7.23637903220833,17.4422059022986,4.63237880914161e-52,2.39281521945886e-51,107.450735213482
SQSTM1,1.03692413618749,12.5509154463194,17.4234088674184,5.62234919537172e-52,2.88681158237696e-51,107.257579014897
SERPINA11,-1.75761099775522,9.75285781111343,-17.4106747071719,6.41050559867406e-52,3.28658010917095e-51,107.126745211289
TUG1,1.13613298410833,9.84411244931713,17.3827252946768,8.54902638592222e-52,4.35695929312208e-51,106.839646120599
SNHG6,1.22168965057812,9.16221164336111,17.3650387850255,1.02568621654584e-51,5.20418338823481e-51,106.658011348918
SPINK1,3.88008187776874,9.31538813871528,17.2719107208222,2.67465520046565e-51,1.33344566235116e-50,105.702172122415
C1orf131,1.00839004815313,8.07204957425694,17.2709335527533,2.70167630191206e-51,1.34301853792589e-50,105.692147775475
CSTB,1.30479983975104,10.0331690521481,17.2383771042636,3.77619156274178e-51,1.86368074971523e-50,105.358225662624
FADS1,1.75911104274792,7.84052870258565,17.2298099648674,4.12394407858345e-51,2.02079142795066e-50,105.270374597819
TXNRD1,1.11985010791094,7.80940703831597,17.2161049154776,4.7479804801411e-51,2.31666377120521e-50,105.129854337336
RCL1,-1.22667633014376,7.95424044688889,-17.1997517661264,5.61717215207145e-51,2.73300089835204e-50,104.962210310446
STT3A,1.03520709973229,8.70159859293287,17.1912490172277,6.13018085323877e-51,2.96162745863223e-50,104.875056474632
FKBP11,1.09645825798228,8.98935598493287,17.1876002312064,6.3644385120763e-51,3.07048402935142e-50,104.837658649434
CCL20,2.55475905464166,8.09146701472454,17.1736731156966,7.34377902709387e-51,3.53799171922405e-50,104.694928156713
ANXA2,1.06879507845521,7.49243381708102,17.1376184732169,1.06364084410772e-50,5.09568521549513e-50,104.325529300564
HBA2,-1.64944764377033,10.450881323184,-17.0661954840107,2.21459794254176e-50,1.05362104330068e-49,103.594208440711
FAT1,1.10234682023594,8.21012706337847,17.0647310620074,2.24813611179958e-50,1.06809786224503e-49,103.579220064869
C9,-2.59199499140521,8.86060085493287,-17.0595398277785,2.37116531258249e-50,1.12499348739238e-49,103.526089770533
PNPLA7,-1.08768448205313,8.24375116940278,-17.0438646762523,2.78498903994181e-50,1.31769109534437e-49,103.365680023573
C8A,-1.91169744873437,11.5198146681736,-17.0430046005736,2.80967671385338e-50,1.32754326163499e-49,103.356879390929
KDM5B,1.17419480061145,7.70577717349768,16.9679532865239,6.06696674623286e-50,2.84311470304364e-49,102.589267451882
H1-0,1.06158261014895,10.7229483842755,16.9391153629886,8.15365979514172e-50,3.80541051580323e-49,102.29450037833
CKS2,1.0480627062401,8.04102467342593,16.9106221647985,1.09183289441218e-49,5.07502840636785e-49,102.003357727887
WFS1,1.05041800250938,8.15210835725694,16.8622764275748,1.79147779571825e-49,8.3158462544489e-49,101.509594299192
FDPS,1.12164879198958,8.45919432296991,16.814777959821,2.91323623814786e-49,1.33782974305319e-48,101.024772136566
MFGE8,1.20267737626979,8.40301685353704,16.7676696024246,4.71720007340309e-49,2.14616983472048e-48,100.544218073598
C6,-2.02892024689688,10.8703989205208,-16.7495085893844,5.67993526733969e-49,2.58076423853331e-48,100.3590339461
INMT,-1.31969332826042,7.39665716438657,-16.7462146028764,5.87450276286702e-49,2.665642931367e-48,100.325450466132
ACTA2,1.32123361294479,10.3208614381759,16.6420116856159,1.70370253336594e-48,7.60028337936624e-48,99.2638037097076
TFRC,1.5556452345177,9.48666931287963,16.6322264454017,1.88272159378291e-48,8.38483609882315e-48,99.1641839596634
BLVRA,1.06622755722813,7.96300942976389,16.5892101479037,2.9206181801625e-48,1.29282518670853e-47,98.7264065371271
NDUFA4L2,1.15606288883958,6.74921302822685,16.5027132945022,7.05637145053436e-48,3.07596902697786e-47,97.8469016510361
GLYAT,-1.99172786563126,8.1461695839375,-16.3203078828391,4.51851070929297e-47,1.93529729257124e-46,95.995692247295
IDNK,-1.07678883763542,9.28855751774769,-16.253390419234,8.91897873565686e-47,3.78230764901004e-46,95.3177852275981
CLRN3,-1.91064843215729,8.26078611712963,-16.2060403827052,1.44246684009993e-46,6.0351688133292e-46,94.8385162278048
ALDH2,-1.21559430283646,11.1058151423148,-16.1655030911424,2.17640249939719e-46,9.01802483163973e-46,94.4284788208819
ADH1C,-2.50145817838229,11.1578893361296,-16.1357186074536,2.94387655331338e-46,1.21249591854094e-45,94.127369739625
TAT,-2.86720149104479,10.5731554532269,-16.0810629855728,5.12254882905006e-46,2.09475657473654e-45,93.5751867806933
UBQLN4,1.15172829147292,8.9782684418912,16.0750617186602,5.44362734364786e-46,2.22076721204636e-45,93.5145851806705
BHMT,-2.36934010236042,11.3052801973519,-16.0637000614949,6.10754598527942e-46,2.48277165200412e-45,93.3998694015124
CSRNP1,-1.15511957377396,9.3994144143287,-16.0598005259775,6.35357614463354e-46,2.5797321580161e-45,93.3605015418764
H4C3,1.03041459140626,11.9829030259167,16.0296682505119,8.62015929120237e-46,3.4876616213522e-45,93.0563828287523
IGF2BP2,1.53855995137812,7.74367534106944,15.9125477025224,2.81785240320587e-45,1.12550267500141e-44,91.8757154935703
AKR7A3,-1.36513775150937,9.26307339008681,-15.9089624468561,2.92179527108547e-45,1.16566396703584e-44,91.8396090509109
RANGAP1,1.04383437714062,9.14008872797222,15.8809802108538,3.87614505779264e-45,1.54282251141573e-44,91.5578791234077
RPL15,1.34488899427708,9.16791554463657,15.8670777735688,4.46031283102355e-45,1.77328409427846e-44,91.4179559683121
NOCT,-1.0293889935375,8.04069409116667,-15.816335168121,7.44328810350837e-45,2.92871645309866e-44,90.9075275050311
ALDH8A1,-1.10316933746042,8.41358558480324,-15.8139291359455,7.62615418101757e-45,2.99381024134804e-44,90.8833357242994
ACAA1,-1.16543898173855,10.352015470581,-15.8011469433705,8.67554749906426e-45,3.39413504092093e-44,90.7548320659607
UGT2B10,-2.11623809286354,11.1149545159074,-15.7539610479442,1.39600504113335e-44,5.4061751029234e-44,90.280700505158
VWF,1.4000729247552,9.21492431669213,15.75063663303,1.44356321744276e-44,5.58405366206745e-44,90.2473108046267
KANSL3,1.03518394051457,9.45583475837268,15.7491991283059,1.46462548095246e-44,5.65915469861833e-44,90.2328734160738
ACTN4,1.0321845204875,8.89724425606944,15.7145871654609,2.07562250195253e-44,7.96621597118095e-44,89.8853618154219
CLDN15,1.5955681072302,8.39390649250463,15.7093939433422,2.18705736998801e-44,8.38453355570181e-44,89.8332388758025
ACAA2,-1.28247036110312,10.1435237129236,-15.6920607676803,2.60405214943251e-44,9.93879903700074e-44,89.6593049908198
SLC27A5,-1.89394627797916,10.2148520359282,-15.6340937125695,4.66601935266871e-44,1.76711978791808e-43,89.0780082641531
MFSD10,1.08483526204478,8.25355612673843,15.632336821414,4.74919041447422e-44,1.79663756318491e-43,89.0603994430952
FOSB,-1.82591237257708,8.31132288088426,-15.6235286512812,5.18901385698268e-44,1.96086497235814e-43,88.972126021097
BAIAP2L1,1.14377241080417,7.95995100555093,15.5831882780528,7.78350115673825e-44,2.92840377583745e-43,88.5680232405411
SLC22A10,-1.00801016387813,7.17598552439583,-15.55991420878,9.83358057752815e-44,3.68759271657306e-43,88.3350137406363
TPM2,1.23561135755416,7.70170344867593,15.5390308740631,1.21278145626149e-43,4.54297088577777e-43,88.1260235748581
ARL2,1.06984001170417,8.7103807842662,15.5207221993818,1.45746262386373e-43,5.44764321324473e-43,87.9428653464731
TCIM,-1.44956070132291,7.99687951425463,-15.4692595985641,2.44231735571613e-43,9.08923089586662e-43,87.4283712244787
APOA5,-1.78332812514375,9.9480255355,-15.4623867484832,2.61654863555254e-43,9.72710450554436e-43,87.3596977384065
CA2,-1.66078699461355,9.58997464563657,-15.4512354766668,2.9260194251994e-43,1.08540785373218e-42,87.2482931411138
AGXT2,-1.23327629809584,7.86870509047454,-15.4041925253747,4.68785840290165e-43,1.73148318429754e-42,86.7785780137844
PABPC1,1.04887875479479,10.4557201120544,15.3794676476984,6.00465128252825e-43,2.20834873185059e-42,86.5318732599709
LAPTM4B,1.61866189656302,9.18616269958449,15.376074782571,6.21208514295087e-43,2.28219384663489e-42,86.4980283805929
GMNN,1.16864645447083,7.04342821382407,15.3752445297161,6.26392526397789e-43,2.29878026514573e-42,86.4897466874247
PANK1,-1.15053001160731,8.26182025319213,-15.3277394595353,1.00753584781585e-42,3.65844147700577e-42,86.0161090712919
TMCO3,1.06340816113541,7.13724901200231,15.3050451523706,1.26416512127413e-42,4.58059830335089e-42,85.7899952492052
NNMT,-2.21663468172605,9.79336264022685,-15.2806830549589,1.61265486296966e-42,5.81877043518988e-42,85.5473762752819
CYP2A6,-2.49300165955313,8.872809306125,-15.2731967998029,1.73789576629913e-42,6.26408390056403e-42,85.4728449868856
CAT,-1.23145407103543,10.1769155138206,-15.2545972537917,2.0926926473078e-42,7.53500968920576e-42,85.2877202741284
FXYD1,-1.25473895442603,7.84673951526852,-15.2305639529273,2.660203425338e-42,9.51854038128752e-42,85.0486135953265
DNAJC25,-1.00702291970418,7.95309122159491,-15.2184636508825,3.00167601750232e-42,1.07291957545478e-41,84.9282713836952
CYP4V2,-1.47401462304479,10.498319411713,-15.1870245398667,4.10751448543995e-42,1.46059133100272e-41,84.615733730965
CYP2E1,-3.00177360378752,12.5893841856875,-15.0985777570403,9.91596772597259e-42,3.50065253224212e-41,83.7375491168783
CFI,-1.21680027261563,10.811989113125,-15.0285510334548,1.99019026856188e-41,6.96161259929742e-41,83.0433923052047
ARHGEF2,1.26031262648958,9.26248985001852,15.019580750185,2.17580815166977e-41,7.60315462969039e-41,82.9545456941167
IGFBP3,-1.26038403747917,9.94623600188657,-15.0146201337666,2.28577365976506e-41,7.97930134277743e-41,82.9054202392498
PROZ,-1.2441555094823,7.64308014478935,-14.9822236205573,3.15369458714462e-41,1.09867554836124e-40,82.5847212932199
RBM34,1.00796503720938,7.49830598445139,14.9564063095458,4.07521363908546e-41,1.41112488409865e-40,82.3293092998343
CYP2C9,-2.36105883534271,9.6577070765162,-14.9358745677639,4.9962657553641e-41,1.72657674745228e-40,82.1262885265641
SPP2,-1.97398173457499,10.5890238768333,-14.9301450287025,5.28851776322637e-41,1.82573452428971e-40,82.06965003609
AKR1B10,3.16345769818645,9.03036950724769,14.9278647082761,5.40952311776131e-41,1.86376247838617e-40,82.0471102209692
FASN,1.37765721701042,11.5626836576134,14.8696549027072,9.63389392864759e-41,3.27647778662421e-40,81.4721129798582
NT5DC2,1.06520691254792,6.64846447661343,14.8441846792354,1.23986695930627e-40,4.19600296080495e-40,81.2207476515886
SHBG,-1.68029621173126,9.43598014629167,-14.8335875960821,1.37703888716289e-40,4.64649172633058e-40,81.1162066886133
FTCD,-1.36674235013751,9.45803153265972,-14.8271515630424,1.46763576139215e-40,4.94732957839257e-40,81.0527267230806
WASHC5,1.1650814831125,8.00252369355556,14.8148158483806,1.65823321630665e-40,5.57341594717548e-40,80.9310822357006
BCHE,-1.6946730137974,9.21141499870718,-14.8120600720548,1.70407961899998e-40,5.72190957112896e-40,80.9039116279298
SIPA1L2,1.38886089595209,7.47453848458796,14.7393991343597,3.49565277004796e-40,1.15791391177577e-39,80.1881138977983
MAT1A,-1.33878983859167,10.1311134973449,-14.6377963491213,9.52828394264036e-40,3.11118396796289e-39,79.1891806966071
ITGA5,1.01346672477083,8.06557485946296,14.6230672054013,1.10170082552746e-39,3.58705434662259e-39,79.0445614484063
EGR1,-1.38121343527916,9.81666351647685,-14.6221878888835,1.11128889578327e-39,3.61484598202228e-39,79.0359293781389
MBL2,-1.74330742976667,9.74090516174769,-14.5776490471433,1.72323928462424e-39,5.56327720177092e-39,78.5989327731372
PDXK,1.04936227920312,7.78872901631944,14.560332579234,2.04345780505449e-39,6.57851692630007e-39,78.4291542497214
HKDC1,1.15499904016145,7.73475428363657,14.5409033724678,2.47389652574573e-39,7.94933074456183e-39,78.2387442619756
ODC1,1.00092923273438,8.94638019420833,14.4629637695144,5.32131636789321e-39,1.69718864658432e-38,77.4758085174039
CYP2J2,-1.29471402577188,10.6626554276736,-14.3577267057515,1.49343142215651e-38,4.71935320617075e-38,76.4479510738834
CYP4A11,-2.06652941066875,12.6133341737778,-14.3346453505826,1.87209748275518e-38,5.91052835777945e-38,76.2228707335028
BAIAP2L2,1.36905631952916,6.89402215780787,14.3188005476847,2.18609716754314e-38,6.88921446835843e-38,76.0684334935506
AKR1B15,2.16893560188334,7.47349397558102,14.2970232638831,2.70508607826031e-38,8.49357466071678e-38,75.8562732930065
ENO3,-1.420887858775,8.32376730544444,-14.2705892331511,3.50274335443098e-38,1.09381122022458e-37,75.5989023157725
ADH6,-1.4003553740875,8.49086384171528,-14.2095282626012,6.3586474522349e-38,1.96774360346188e-37,75.0050525755164
SLC10A1,-2.25262924786042,10.6394431320255,-14.1933833980204,7.44334453446643e-38,2.29720471481511e-37,74.848190771481
EPHX2,-1.2232901320375,9.67992111904861,-14.1289902279114,1.39416540237466e-37,4.26063892985494e-37,74.2232066032741
ARHGEF3,1.01010006513542,7.99976808390509,14.1177866278683,1.55484892985309e-37,4.7474720658181e-37,74.1145745809917
OGDHL,-1.09511301503854,8.35113381831018,-14.1076235126975,1.71652711175821e-37,5.23182841960023e-37,74.0160589659599
CCN1,-1.39624967799271,8.77179632266204,-14.0921271090631,1.99589122443864e-37,6.06179164982028e-37,73.8658962337113
PALLD,1.07698331335208,7.91335293400463,14.071799748676,2.43219524030773e-37,7.37386641699651e-37,73.6690141122651
TCEAL9,1.01677891304635,8.2121030552662,14.044480618099,3.1719142549807e-37,9.56586959250107e-37,73.4045803553838
TUBB2A,1.04016495795521,8.34997163549768,14.0353556785221,3.46595157182156e-37,1.04069437493069e-36,73.3162990961186
TMSB10,1.06272070956252,11.6260009435972,14.0329807450713,3.54683993490425e-37,1.06405198047128e-36,73.2933258149636
GLS2,-1.04757237246562,7.78874257767708,-14.0149314422687,4.22635083085026e-37,1.26020096388634e-36,73.1187786257968
CYP2A7,-1.48094449670522,7.9495916786412,-14.014565736851,4.24138362518676e-37,1.26358653534402e-36,73.1152429192885
ALDH6A1,-1.19107294352604,9.76858161959491,-13.9905266936967,5.35594933949418e-37,1.58874663049763e-36,72.8829056322829
ADH1A,-1.59639076278335,13.2261033136273,-13.9313606438094,9.5051054507442e-37,2.79537989925568e-36,72.3117120218998
HPD,-2.11020877805625,10.6451200816667,-13.8353595028899,2.40619046760034e-36,7.0223145762168e-36,71.3868887343951
GCGR,-2.0301082034573,9.12969287689352,-13.783577126164,3.96705022473304e-36,1.15286104246684e-35,70.8890763060064
MTMR11,1.05580444727188,7.08238137309028,13.7723899220955,4.4191410092197e-36,1.28315717385204e-35,70.7816235067961
RPS21,1.01008733766875,8.91992262254861,13.7618855682634,4.89028147213033e-36,1.41875986965943e-35,70.6807606503531
AZGP1,-1.34807045565208,10.4371113920926,-13.7609670587794,4.93378580499114e-36,1.4301733535987e-35,70.6719425559408
TDO2,-1.41914125151458,9.03437082705093,-13.7587367285073,5.04103619950359e-36,1.46003029892874e-35,70.6505313693662
LECT2,-1.92193680349375,10.3239247142361,-13.7386152661237,6.12001205586904e-36,1.76954894039648e-35,70.4574269847363
TMEM45B,1.55724879295313,7.75134747835417,13.686147206529,1.0143085728018e-35,2.90830546542086e-35,69.9544203253763
SAA4,-1.86449132148543,12.2268889767616,-13.6493605591554,1.44482364710516e-35,4.13580768983851e-35,69.6022067006904
RIDA,-1.25271252781459,9.56422586639815,-13.5264550955039,4.69859756586222e-35,1.32836894145981e-34,68.4282174297773
CKS1B,1.12822052696614,8.78286478983796,13.512080680915,5.39196762918459e-35,1.521890616783e-34,68.2911950124666
SDS,-2.00653712869999,9.51413070030556,-13.4850832693909,6.98156997344853e-35,1.96732509095945e-34,68.0340064391529
DHCR7,1.00240712640104,9.30214932630787,13.401288368983,1.55469103215678e-34,4.35237464992547e-34,67.2370911284303
COL1A2,1.15867025699479,7.79609580162731,13.3950480524554,1.65006878601224e-34,4.6156240064756e-34,67.1778261015852
ACOT12,-1.20015882368334,8.30918123162037,-13.393796450574,1.66988942471651e-34,4.66726621147372e-34,67.1659408716371
C8B,-1.26790010473855,10.6816525387824,-13.3873730477476,1.77540814104022e-34,4.95412426033562e-34,67.1049514143712
TKFC,-1.00051358474271,8.00391658534259,-13.3372071436857,2.86380588507779e-34,7.93320420584048e-34,66.6290522671458
CMBL,-1.2671814948948,11.0044035119421,-13.3309598200214,3.03934517600264e-34,8.4059184215532e-34,66.5698393741265
SNORD13,-1.38694878825209,9.02994578567593,-13.3143037530466,3.56154668246031e-34,9.82643602751099e-34,66.4120281087477
RGCC,1.10031008991667,8.1051584783287,13.3099939607208,3.71065174746288e-34,1.02296057403973e-33,66.3712076277602
C7,-1.48361196335522,7.58607588847454,-13.2867090508265,4.63064273037558e-34,1.27250062230721e-33,66.150759454163
HAO1,-1.22258732237761,9.54790914409143,-13.2775454288921,5.05216583209288e-34,1.38722539034685e-33,66.0640482419626
H2AZ1,1.14103165224478,9.94146935134954,13.2718553278564,5.33293672104478e-34,1.46314997098952e-33,66.0102181258613
CIDEB,-1.30888103684895,9.30626322522454,-13.2483899244091,6.66481339385493e-34,1.82419394485193e-33,65.7883315081038
UBE2Q2,1.03202854237709,7.99384064655324,13.2395608365519,7.24769095372934e-34,1.98215114857168e-33,65.7048876750384
NUPR1,1.11057151824219,8.87867746047569,13.1915244713604,1.14321355283929e-33,3.09207760157712e-33,65.2513110854125
HPX,-1.62101426148958,12.8624709819676,-13.1807560573105,1.26606503393571e-33,3.42166277857526e-33,65.1497286508243
AGO2,1.02675031836354,8.15097025480093,13.1520397035852,1.66185806983254e-33,4.47724115284297e-33,64.8790109286251
LCN2,1.70139790794687,8.52458384056944,13.1383431925099,1.89191957754069e-33,5.08907106409733e-33,64.7499793704864
NREP,1.23632695073021,8.34814154653935,13.1330884027444,1.98838037012003e-33,5.3401771472731e-33,64.7004906541413
CYP8B1,-2.19528936123543,10.4257105895324,-13.1096985653842,2.48076549571558e-33,6.64698087190563e-33,64.4803130424453
PLG,-1.53794418065938,11.8649569963472,-13.0417253019511,4.71421698581709e-33,1.25045060589048e-32,63.8414231954542
PON3,-1.19041969084376,11.7103224974653,-13.0289828331474,5.31630555660062e-33,1.40798069290078e-32,63.7218165106532
ASPSCR1,1.03025675123126,10.0847288350347,12.8833756211407,2.09187651972301e-32,5.41900139159016e-32,62.3587511717895
SMIM24,-1.35707814214375,8.95659510734028,-12.8649625985211,2.48634555504305e-32,6.41185959577543e-32,62.186868357713
DCXR,-1.23718777006667,11.9516561630532,-12.7649771352671,6.34068719642121e-32,1.62055509819247e-31,61.2554549922106
HBB,-1.62452663547501,10.2572666085556,-12.6905037334955,1.2707350250105e-31,3.22138362428861e-31,60.5638484742758
MARCKS,1.09798756264478,9.68515036398843,12.6769781930507,1.44146256228926e-31,3.64880169599382e-31,60.4384409965692
HBA1,-1.32640312090521,8.51543846600926,-12.6325264255865,2.1804649453122e-31,5.49919022551204e-31,60.0267231807187
PON1,-1.37477062623645,10.0539122227141,-12.5385533290615,5.21912042979421e-31,1.30288362473424e-30,59.1585459714113
SNORA22,-1.00455328403021,7.31389419123148,-12.4864867596623,8.45385748778912e-31,2.09971080770467e-30,58.6788335412404
FGG,-1.57588464890626,11.435059858375,-12.4049823630686,1.79526691644954e-30,4.41743686103452e-30,57.9297954786939
PLIN2,-1.18077325965157,10.8442604141736,-12.3834883658541,2.18885892850368e-30,5.38205470251262e-30,57.7326517798992
ADIRF,-1.4664840990823,9.42788462228241,-12.3412198191418,3.23080003666424e-30,7.89878870173785e-30,57.3454413078833
HSPA1B,1.17203151112187,9.20704937201389,12.3190251154869,3.96268712095876e-30,9.67784478827133e-30,57.1423768332637
ACACB,-1.23904639365001,9.16042478052083,-12.3189859989218,3.96411284340546e-30,9.67784478827133e-30,57.1420191023898
GPT,-1.23928746765728,8.77749855415741,-12.3123720822337,4.21267132698279e-30,1.02700681392377e-29,57.0815410493368
MMP9,1.21862186987291,6.81349212885648,12.2483234429002,7.58539581728342e-30,1.83887249239943e-29,56.4966908743149
G6PC,-1.41190224452032,10.3076254050174,-12.1732497919441,1.5085465165752e-29,3.62875159974496e-29,55.8130626548331
ALDOB,-1.80473454941667,12.9990045731019,-12.1614552430466,1.68030358343746e-29,4.0362537126627e-29,55.7058478034816
TRNP1,1.07378797386146,7.60420009406019,12.1447112983677,1.95807991893964e-29,4.69037972214621e-29,55.5537298935722
RNASE4,-1.26576964291927,10.6878072252002,-12.0485336598002,4.7056700024477e-29,1.1178406956022e-28,54.6819739017472
PHGDH,-1.28782851017188,10.8980813065556,-12.0409779561977,5.04050540762979e-29,1.19572762950334e-28,54.6136351163446
MUC13,1.47237086409166,7.53570663761343,11.9933873927765,7.76773323977127e-29,1.83256618671802e-28,54.1836884242726
ANG,-1.22732793227552,12.3990743812801,-11.9750159710841,9.17700959406876e-29,2.16207324798534e-28,54.0179447416196
ALPL,-1.131561626575,8.63895007942361,-11.8673834971387,2.43113503884533e-28,5.64253301245521e-28,53.0494909168563
ACSL1,-1.28754446045937,9.80657056663889,-11.768770773861,5.91272316612579e-28,1.35854207863827e-27,52.1661225611264
SELENOM,1.01556284252604,8.13351064161343,11.5372543704072,4.69382953399395e-27,1.0579596095321e-26,50.1073224067134
AOX1,-1.56078224323646,10.435345926044,-11.4245614195645,1.27685423298534e-26,2.84620005860132e-26,49.1130338514549
CD24,1.23152466458177,8.30623000836574,11.2728389770217,4.87224178310778e-26,1.06803768506543e-25,47.7827241767252
FETUB,-1.3131397555073,9.28313437797685,-11.2266760763497,7.30905107169288e-26,1.59914588734172e-25,47.37989436847
SLC27A2,-1.2611322780271,10.0646725968287,-11.1914424371049,9.95479452382793e-26,2.17247262956474e-25,47.0730489948754
FMO3,-1.40437773485417,10.9511100924907,-11.1451317221603,1.49293167994141e-25,3.24982276337057e-25,46.670546897405
WDR72,-1.27225339399271,9.23194363579398,-11.1343813482024,1.63998996230406e-25,3.56542121551548e-25,46.5772443008138
ETNPPL,-1.11646920121199,8.17137845999074,-11.1091557081806,2.04407631302491e-25,4.43270336820742e-25,46.3585076357
HSPA1A,1.09804372182709,9.07375020691435,11.1043559829474,2.13149531893672e-25,4.61644793224946e-25,46.31691957233
DPYS,-1.23005998558959,10.9975135838079,-11.0792578885589,2.65287804254928e-25,5.72401763577687e-25,46.0996163150912
ORM2,-1.05202876411459,12.8849074209606,-10.9490494389731,8.21967714037255e-25,1.75479123537475e-24,44.9766953665717
GNMT,-1.30015650854896,8.41939466159954,-10.8503747713826,1.92712437728683e-24,4.07615285466766e-24,44.1307493036436
RBP4,-1.02573436556459,12.1178715801551,-10.8330088760691,2.23791228391277e-24,4.73060227399408e-24,43.9823240444891
SERPINE2,1.1690821676573,8.88174434223148,10.6638234854092,9.53632332170213e-24,1.98649306307137e-23,42.5435171556105
AQP9,-1.58246726426041,11.3496650683449,-10.5725195692593,2.07385924975688e-23,4.28622534471412e-23,41.7725464437792
