experiment,classifier,n_control,class_imbalance,alpha1,alpha2,method,auc_mean,mean_accuracy,auc_sd,hyp,expGanMulti
sim,histgradboost,120,0.6,1,0,ExpandGAN,0.7746578889266551,0.7593073593073594,0.05473017898352254,HistGradientBoostingClassifier(min_samples_leaf=10),0.75
sim,histgradboost,120,0.6,1,0,ExpandGAN,0.752413224857142,0.7381240981240982,0.04718786826822218,HistGradientBoostingClassifier(min_samples_leaf=1),1.0
sim,svm,120,0.6,1,0,ExpandGAN,0.5000110756689704,0.3485858585858586,0.00011020151483105708,"SVC(C=5, gamma=0.1)",0.25
sim,svm,120,0.6,1,0,GAN,0.5,0.3485714285714286,0.0,"SVC(C=5, gamma=0.1)",
sim,svm,120,0.6,1,0,SMOTE,0.8640710382513661,0.88,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,120,0.6,1,0,RO,0.8640710382513661,0.88,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,120,0.6,1,0,ExpandGAN,0.5001122092364543,0.3487301587301588,0.0003756953544660827,"SVC(C=5, gamma=0.1)",0.5
sim,svm,120,0.6,1,0,ExpandGAN,0.5003322700691122,0.3551226551226551,0.0005064769663869687,"SVC(C=5, gamma=0.1)",0.75
sim,svm,120,0.6,1,0,ExpandGAN,0.5008778829421625,0.3558585858585858,0.00213442559114716,"SVC(C=5, gamma=0.1)",1.0
sim,histgradboost,120,0.6,1,1,ExpandGAN,0.8039101832242471,0.789018759018759,0.041168641938255944,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",0.25
sim,histgradboost,120,0.6,1,1,GAN,0.7486549417092989,0.7037518037518038,0.023132460529030195,HistGradientBoostingClassifier(min_samples_leaf=10),
sim,histgradboost,120,0.6,1,1,SMOTE,0.7058284164625838,0.710981240981241,0.01019789642702566,HistGradientBoostingClassifier(min_samples_leaf=25),
sim,histgradboost,120,0.6,1,1,RO,0.748554715983534,0.766998556998557,0.033409654260920574,HistGradientBoostingClassifier(min_samples_leaf=10),
sim,histgradboost,120,0.6,1,1,ExpandGAN,0.8260874854382189,0.8201443001443002,0.0394579547647601,HistGradientBoostingClassifier(min_samples_leaf=50),0.5
sim,histgradboost,120,0.6,1,1,ExpandGAN,0.7852881707497756,0.7724675324675324,0.04347898530658583,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",0.75
sim,histgradboost,120,0.6,1,1,ExpandGAN,0.748538374832594,0.7341414141414142,0.046151743107884446,HistGradientBoostingClassifier(min_samples_leaf=1),1.0
sim,svm,120,0.6,1,1,ExpandGAN,0.5000110756689704,0.3485858585858586,0.00011020151483105708,"SVC(C=5, gamma=0.1)",0.25
sim,svm,120,0.6,1,1,GAN,0.5,0.3485714285714286,0.0,"SVC(C=5, gamma=0.1)",
sim,svm,120,0.6,1,1,SMOTE,0.8640710382513661,0.88,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,120,0.6,1,1,RO,0.8640710382513661,0.88,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,120,0.6,1,1,ExpandGAN,0.5001675875813063,0.3488023088023088,0.0007370343481251442,"SVC(C=5, gamma=0.1)",0.5
sim,svm,120,0.6,1,1,ExpandGAN,0.5004541024277867,0.35528138528138525,0.0005428507618551661,"SVC(C=5, gamma=0.1)",0.75
sim,svm,120,0.6,1,1,ExpandGAN,0.5012317596441841,0.35927849927849925,0.0026491001058112852,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,40,0.4,0,0,ExpandGAN,0.5675640309422073,0.5621361680587194,0.11729120209763756,HistGradientBoostingClassifier(min_samples_leaf=10),0.25
microarray,histgradboost,40,0.4,0,0,GAN,0.5260153226334093,0.5195692689997929,0.06815513974492339,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,40,0.4,0,0,SMOTE,0.5044843049327354,0.49658314350797267,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,40,0.4,0,0,RO,0.5044843049327354,0.49658314350797267,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,40,0.4,0,0,ExpandGAN,0.5476377711679157,0.5410137824716412,0.09119649459919194,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",0.5
microarray,histgradboost,40,0.4,0,0,ExpandGAN,0.5240395987780143,0.5211568992890178,0.12904054763291,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",0.75
microarray,histgradboost,40,0.4,0,0,ExpandGAN,0.5314940427359461,0.5244702146752261,0.06670438610270049,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",1.0
microarray,svm,40,0.4,0,0,ExpandGAN,0.5481917036164669,0.5423483122799752,0.11813022360561555,"SVC(C=1, gamma=0.1, kernel='linear')",0.25
microarray,svm,40,0.4,0,0,GAN,0.5,0.5079726651480638,0.0,"SVC(C=1, gamma=0.1)",
microarray,svm,40,0.4,0,0,SMOTE,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.4,0,0,RO,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.4,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.5
microarray,svm,40,0.4,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=1, gamma=0.1)",0.75
microarray,svm,40,0.4,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,40,0.4,1,0,ExpandGAN,0.5700416807168177,0.5645981454637491,0.11507471996102589,HistGradientBoostingClassifier(min_samples_leaf=10),0.25
microarray,histgradboost,40,0.4,1,0,GAN,0.5255893094707246,0.5191551045765169,0.06797641950543121,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,40,0.4,1,0,SMOTE,0.5044843049327354,0.49658314350797267,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,40,0.4,1,0,RO,0.5044843049327354,0.49658314350797267,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,40,0.4,1,0,ExpandGAN,0.561480734936141,0.5552564368054118,0.09361424970198315,HistGradientBoostingClassifier(min_samples_leaf=10),0.5
microarray,histgradboost,40,0.4,1,0,ExpandGAN,0.552962254164297,0.5486758243022479,0.0936741436028237,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=10)",0.75
microarray,histgradboost,40,0.4,1,0,ExpandGAN,0.5666634581993326,0.5621361680587194,0.12326214898896821,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=10)",1.0
microarray,svm,40,0.4,1,0,ExpandGAN,0.5481303652703753,0.5422792848760958,0.11777130240050761,"SVC(C=1, gamma=0.1, kernel='linear')",0.25
microarray,svm,40,0.4,1,0,GAN,0.5,0.5079726651480638,0.0,"SVC(C=1, gamma=0.1)",
microarray,svm,40,0.4,1,0,SMOTE,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.4,1,0,RO,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.4,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.5
microarray,svm,40,0.4,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=1, gamma=0.1)",0.75
microarray,svm,40,0.4,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,40,0.4,1,1,ExpandGAN,0.5463976880581265,0.5396562435286809,0.09961116551096642,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",0.25
microarray,histgradboost,40,0.4,1,1,GAN,0.5255893094707246,0.5191551045765169,0.06797641950543121,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,40,0.4,1,1,SMOTE,0.5044843049327354,0.49658314350797267,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,40,0.4,1,1,RO,0.5044843049327354,0.49658314350797267,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,40,0.4,1,1,ExpandGAN,0.5437652769179925,0.5368491291042544,0.07578703030629631,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",0.5
microarray,histgradboost,40,0.4,1,1,ExpandGAN,0.5339968569602351,0.5317180920825568,0.12961576651200107,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",0.75
microarray,histgradboost,40,0.4,1,1,ExpandGAN,0.5062902736046733,0.49842387427808843,0.035663342648776346,HistGradientBoostingClassifier(min_samples_leaf=50),1.0
microarray,svm,40,0.4,1,1,ExpandGAN,0.5479300981916827,0.5420952117990843,0.11844123684410761,"SVC(C=1, gamma=0.1, kernel='linear')",0.25
microarray,svm,40,0.4,1,1,GAN,0.5,0.5079726651480638,0.0,"SVC(C=1, gamma=0.1)",
microarray,svm,40,0.4,1,1,SMOTE,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.4,1,1,RO,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.4,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.5
microarray,svm,40,0.4,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=1, gamma=0.1)",0.75
microarray,svm,40,0.4,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,80,0.4,0,0,ExpandGAN,0.6278120223997155,0.6225581555877684,0.1277002062023345,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",0.25
microarray,histgradboost,80,0.4,0,0,GAN,0.668493186305842,0.6635144152228434,0.12447405612485034,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,80,0.4,0,0,SMOTE,0.5,0.4920273348519362,0.0,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,80,0.4,0,0,RO,0.5004756080989264,0.49251052667909156,0.0019291109516104982,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",
microarray,histgradboost,80,0.4,0,0,ExpandGAN,0.5686186310874901,0.5618370493085755,0.11327487170063477,HistGradientBoostingClassifier(min_samples_leaf=50),0.5
microarray,histgradboost,80,0.4,0,0,ExpandGAN,0.6084733525254203,0.6048871401946573,0.1411757294342169,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=25)",0.75
microarray,histgradboost,80,0.4,0,0,ExpandGAN,0.6094259317976308,0.6042658935597433,0.12225814342936653,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",1.0
microarray,svm,80,0.4,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.25
microarray,svm,80,0.4,0,0,GAN,0.5064546813425737,0.49858493822047356,0.0253352350306627,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.4,0,0,SMOTE,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.4,0,0,RO,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.4,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.5
microarray,svm,80,0.4,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.75
microarray,svm,80,0.4,0,0,ExpandGAN,0.5494579996946714,0.544557189204114,0.12202274909268215,"SVC(C=25, gamma=0.1, kernel='linear')",1.0
microarray,histgradboost,80,0.4,1,0,ExpandGAN,0.6423574937214698,0.6377441844412232,0.1340929811391949,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",0.25
microarray,histgradboost,80,0.4,1,0,GAN,0.6752897896084243,0.6704171556107775,0.12786372200274249,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,80,0.4,1,0,SMOTE,0.5,0.4920273348519362,0.0,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,80,0.4,1,0,RO,0.5004756080989264,0.49251052667909156,0.0019291109516104982,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",
microarray,histgradboost,80,0.4,1,0,ExpandGAN,0.6233555032135002,0.6180253560663583,0.13010748482818835,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",0.5
microarray,histgradboost,80,0.4,1,0,ExpandGAN,0.6163495107192167,0.6105243781781368,0.13247061167504567,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",0.75
microarray,histgradboost,80,0.4,1,0,ExpandGAN,0.6103439099515332,0.6051172315409217,0.11924522740215754,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",1.0
microarray,svm,80,0.4,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.25
microarray,svm,80,0.4,1,0,GAN,0.5064546813425737,0.49858493822047356,0.0253352350306627,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.4,1,0,SMOTE,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.4,1,0,RO,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.4,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.5
microarray,svm,80,0.4,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.75
microarray,svm,80,0.4,1,0,ExpandGAN,0.5491869576012576,0.5442810795885966,0.12171025624371712,"SVC(C=25, gamma=0.1, kernel='linear')",1.0
microarray,histgradboost,80,0.4,1,1,ExpandGAN,0.7010221170348225,0.69805112629714,0.14414796483972264,HistGradientBoostingClassifier(min_samples_leaf=10),0.25
microarray,histgradboost,80,0.4,1,1,GAN,0.6752897896084243,0.6704171556107775,0.12786372200274249,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,80,0.4,1,1,SMOTE,0.5,0.4920273348519362,0.0,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,80,0.4,1,1,RO,0.5004756080989264,0.49251052667909156,0.0019291109516104982,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",
microarray,histgradboost,80,0.4,1,1,ExpandGAN,0.5581684642471888,0.5512068291111571,0.0954101732461481,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=50)",0.5
microarray,histgradboost,80,0.4,1,1,ExpandGAN,0.6052981232353429,0.5994339752881894,0.12228957541907425,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",0.75
microarray,histgradboost,80,0.4,1,1,ExpandGAN,0.5886346440656356,0.5825912887416305,0.11973353797021041,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",1.0
microarray,svm,80,0.4,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.25
microarray,svm,80,0.4,1,1,GAN,0.5064546813425737,0.49858493822047356,0.0253352350306627,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.4,1,1,SMOTE,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.4,1,1,RO,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.4,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.5
microarray,svm,80,0.4,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.75
microarray,svm,80,0.4,1,1,ExpandGAN,0.5511535593436441,0.5463058834357241,0.1262298310320359,"SVC(C=25, gamma=0.1, kernel='linear')",1.0
microarray,histgradboost,120,0.4,0,0,ExpandGAN,0.568752317226408,0.5624582959434896,0.10653801785457279,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",0.25
microarray,histgradboost,120,0.4,0,0,GAN,0.5315033745527019,0.5240330411173235,0.04652445554556638,HistGradientBoostingClassifier(min_samples_leaf=50),
microarray,histgradboost,120,0.4,0,0,SMOTE,0.5002264800471079,0.4922574261982007,0.0008769027996129339,HistGradientBoostingClassifier(min_samples_leaf=25),
microarray,histgradboost,120,0.4,0,0,RO,0.5001585360329754,0.49218839879432136,0.0005776668420152798,HistGradientBoostingClassifier(min_samples_leaf=25),
microarray,histgradboost,120,0.4,0,0,ExpandGAN,0.5907487723942632,0.5859046041278387,0.12166047250904811,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=10)",0.5
microarray,histgradboost,120,0.4,0,0,ExpandGAN,0.5382751279612266,0.5309127723706312,0.06868355682752714,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=50)",0.75
microarray,histgradboost,120,0.4,0,0,ExpandGAN,0.6370596431009984,0.633096339246681,0.1372429496664577,HistGradientBoostingClassifier(min_samples_leaf=10),1.0
microarray,svm,120,0.4,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.25
microarray,svm,120,0.4,0,0,GAN,0.5616989316852297,0.5561768021904696,0.13467229289667385,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.4,0,0,SMOTE,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.4,0,0,RO,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.4,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.5
microarray,svm,120,0.4,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.75
microarray,svm,120,0.4,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,120,0.4,1,0,ExpandGAN,0.5712834414565855,0.565104346425531,0.10692468162832182,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",0.25
microarray,histgradboost,120,0.4,1,0,GAN,0.6338874545152572,0.628103357032742,0.06995711996240576,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,120,0.4,1,0,SMOTE,0.5002264800471079,0.4922574261982007,0.0008769027996129339,HistGradientBoostingClassifier(min_samples_leaf=25),
microarray,histgradboost,120,0.4,1,0,RO,0.5001585360329754,0.49218839879432136,0.0005776668420152798,HistGradientBoostingClassifier(min_samples_leaf=25),
microarray,histgradboost,120,0.4,1,0,ExpandGAN,0.606726939717722,0.601734888750834,0.1184413039563278,HistGradientBoostingClassifier(min_samples_leaf=10),0.5
microarray,histgradboost,120,0.4,1,0,ExpandGAN,0.6053070356446041,0.5995720300959482,0.12973991441763336,HistGradientBoostingClassifier(min_samples_leaf=25),0.75
microarray,histgradboost,120,0.4,1,0,ExpandGAN,0.5719397093338299,0.565725593060445,0.11283063524763806,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",1.0
microarray,svm,120,0.4,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.25
microarray,svm,120,0.4,1,0,GAN,0.5624404441357604,0.5569361036331424,0.13508687353887405,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.4,1,0,SMOTE,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.4,1,0,RO,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.4,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.5
microarray,svm,120,0.4,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.75
microarray,svm,120,0.4,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,120,0.4,1,1,ExpandGAN,0.5659438597903969,0.5596281723844366,0.10468878540533261,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",0.25
microarray,histgradboost,120,0.4,1,1,GAN,0.6338874545152572,0.628103357032742,0.06995711996240576,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,120,0.4,1,1,SMOTE,0.5002264800471079,0.4922574261982007,0.0008769027996129339,HistGradientBoostingClassifier(min_samples_leaf=25),
microarray,histgradboost,120,0.4,1,1,RO,0.5001585360329754,0.49218839879432136,0.0005776668420152798,HistGradientBoostingClassifier(min_samples_leaf=25),
microarray,histgradboost,120,0.4,1,1,ExpandGAN,0.6345495940974267,0.6296909873219668,0.13130021994244517,HistGradientBoostingClassifier(min_samples_leaf=10),0.5
microarray,histgradboost,120,0.4,1,1,ExpandGAN,0.5924341614114907,0.5861807137433561,0.11679535222345101,HistGradientBoostingClassifier(min_samples_leaf=25),0.75
microarray,histgradboost,120,0.4,1,1,ExpandGAN,0.5397976820186586,0.5326154483329882,0.09081470870920826,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=50)",1.0
microarray,svm,120,0.4,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.25
microarray,svm,120,0.4,1,1,GAN,0.5624404441357604,0.5569361036331424,0.13508687353887405,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.4,1,1,SMOTE,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.4,1,1,RO,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.4,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.5
microarray,svm,120,0.4,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.75
microarray,svm,120,0.4,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,40,0.5,0,0,ExpandGAN,0.6084832086015444,0.6033685373093118,0.13210983561959896,HistGradientBoostingClassifier(min_samples_leaf=10),0.25
microarray,histgradboost,40,0.5,0,0,GAN,0.5887193643795537,0.582361197395366,0.1374959218928981,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",
microarray,histgradboost,40,0.5,0,0,SMOTE,0.5,0.4920273348519362,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,40,0.5,0,0,RO,0.5,0.4920273348519362,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,40,0.5,0,0,ExpandGAN,0.6217914278140985,0.6170589724120477,0.14344002129674566,HistGradientBoostingClassifier(min_samples_leaf=10),0.5
microarray,histgradboost,40,0.5,0,0,ExpandGAN,0.5976424685318557,0.5919560065345942,0.13369116699803055,HistGradientBoostingClassifier(min_samples_leaf=10),0.75
microarray,histgradboost,40,0.5,0,0,ExpandGAN,0.5684651279444504,0.5616989945008168,0.1000683146715647,HistGradientBoostingClassifier(min_samples_leaf=25),1.0
microarray,svm,40,0.5,0,0,ExpandGAN,0.5387203290167915,0.5342030786222131,0.1067570251565692,"SVC(C=1, gamma=0.1, kernel='linear')",0.25
microarray,svm,40,0.5,0,0,GAN,0.5152391713178958,0.5075124824555348,0.03406097883595336,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.5,0,0,SMOTE,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.5,0,0,RO,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.5,0,0,ExpandGAN,0.5612646352245256,0.5580635512298383,0.15306993741156794,"SVC(C=1, gamma=0.1, kernel='linear')",0.5
microarray,svm,40,0.5,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.75
microarray,svm,40,0.5,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,40,0.5,1,0,ExpandGAN,0.6078364822448031,0.6025862267320127,0.13244804007516578,HistGradientBoostingClassifier(min_samples_leaf=10),0.25
microarray,histgradboost,40,0.5,1,0,GAN,0.5794608390834101,0.5729274521985228,0.13076227910428748,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",
microarray,histgradboost,40,0.5,1,0,SMOTE,0.5,0.4920273348519362,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,40,0.5,1,0,RO,0.5,0.4920273348519362,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,40,0.5,1,0,ExpandGAN,0.6091668428178144,0.6041048296173581,0.13158969848017615,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",0.5
microarray,histgradboost,40,0.5,1,0,ExpandGAN,0.5874553750425698,0.5817399507604519,0.13094941732946014,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",0.75
microarray,histgradboost,40,0.5,1,0,ExpandGAN,0.5674874890744347,0.560732610846506,0.10425000366304028,HistGradientBoostingClassifier(min_samples_leaf=25),1.0
microarray,svm,40,0.5,1,0,ExpandGAN,0.5384609254813539,0.5339499781413221,0.10658913195246592,"SVC(C=1, gamma=0.1, kernel='linear')",0.25
microarray,svm,40,0.5,1,0,GAN,0.5153071153320281,0.5075815098594142,0.03424572481534144,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.5,1,0,SMOTE,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.5,1,0,RO,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.5,1,0,ExpandGAN,0.5609073000390888,0.5577184142104415,0.15299094644598793,"SVC(C=1, gamma=0.1, kernel='linear')",0.5
microarray,svm,40,0.5,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.75
microarray,svm,40,0.5,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,40,0.5,1,1,ExpandGAN,0.6137314642857742,0.6087526748119003,0.13565036375150377,HistGradientBoostingClassifier(min_samples_leaf=10),0.25
microarray,histgradboost,40,0.5,1,1,GAN,0.5794608390834101,0.5729274521985228,0.13076227910428748,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",
microarray,histgradboost,40,0.5,1,1,SMOTE,0.5,0.4920273348519362,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,40,0.5,1,1,RO,0.5,0.4920273348519362,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,40,0.5,1,1,ExpandGAN,0.6159669062322276,0.6107314603897748,0.1378155072366245,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",0.5
