experiment,classifier,n_control,class_imbalance,alpha1,alpha2,method,auc_mean,mean_accuracy,auc_sd,hyp,expGanMulti
microarray,histgradboost,120,0.6,0,0,SMOTE,0.5,0.4920273348519362,0.0,HistGradientBoostingClassifier(min_samples_leaf=50),
microarray,histgradboost,120,0.6,0,0,RO,0.5001811840376863,0.4922114079289478,0.001227106654120241,HistGradientBoostingClassifier(min_samples_leaf=25),
microarray,histgradboost,120,0.6,0,0,ExpandGAN,0.5466809978207586,0.5394951795862958,0.09085229712200406,HistGradientBoostingClassifier(min_samples_leaf=25),0.5
microarray,histgradboost,120,0.6,0,0,ExpandGAN,0.535260217185977,0.5279676031384459,0.08467352586593045,HistGradientBoostingClassifier(min_samples_leaf=25),0.75
microarray,histgradboost,120,0.6,0,0,ExpandGAN,0.5887987372479151,0.5826603161455098,0.13458905490593587,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=50)",1.0
microarray,svm,120,0.6,0,0,ExpandGAN,0.5774673952613664,0.5751823473919147,0.20720012246767458,"SVC(C=1, gamma=0.1, kernel='linear')",0.25
microarray,svm,120,0.6,0,0,GAN,0.6491479107635061,0.6435885046363407,0.1487422464408331,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.6,0,0,SMOTE,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.6,0,0,RO,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.6,0,0,ExpandGAN,0.5382094906883148,0.5359747819884495,0.20866938963419365,"SVC(C=5, gamma=0.1, kernel='linear')",0.5
microarray,svm,120,0.6,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.75
microarray,svm,120,0.6,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,120,0.6,1,0,ExpandGAN,0.5499635954294649,0.5431306228572744,0.08626212205150129,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",0.25
microarray,histgradboost,120,0.6,1,0,GAN,0.6030910961466517,0.5968569522100274,0.11553290902259317,HistGradientBoostingClassifier(min_samples_leaf=25),
microarray,histgradboost,120,0.6,1,0,SMOTE,0.5,0.4920273348519362,0.0,HistGradientBoostingClassifier(min_samples_leaf=50),
microarray,histgradboost,120,0.6,1,0,RO,0.5001811840376863,0.4922114079289478,0.001227106654120241,HistGradientBoostingClassifier(min_samples_leaf=25),
microarray,histgradboost,120,0.6,1,0,ExpandGAN,0.5865813298237315,0.5804284300867444,0.11865262780538613,HistGradientBoostingClassifier(min_samples_leaf=10),0.5
microarray,histgradboost,120,0.6,1,0,ExpandGAN,0.5177198617968424,0.5101125146683234,0.05821733256988813,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=75)",0.75
microarray,histgradboost,120,0.6,1,0,ExpandGAN,0.590808223406629,0.5847771565311428,0.1354027194392051,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=50)",1.0
microarray,svm,120,0.6,1,0,ExpandGAN,0.5781388666602917,0.5758496122960816,0.20690610889865194,"SVC(C=1, gamma=0.1, kernel='linear')",0.25
microarray,svm,120,0.6,1,0,GAN,0.6499625049699788,0.6444168334828927,0.14899744451584027,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.6,1,0,SMOTE,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.6,1,0,RO,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.6,1,0,ExpandGAN,0.5399995218754561,0.5377694944893123,0.20761593745390686,"SVC(C=5, gamma=0.1, kernel='linear')",0.5
microarray,svm,120,0.6,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.75
microarray,svm,120,0.6,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,120,0.6,1,1,ExpandGAN,0.5900545481387534,0.5841098916269759,0.106936384859793,HistGradientBoostingClassifier(min_samples_leaf=10),0.25
microarray,histgradboost,120,0.6,1,1,GAN,0.6030910961466517,0.5968569522100274,0.11553290902259317,HistGradientBoostingClassifier(min_samples_leaf=25),
microarray,histgradboost,120,0.6,1,1,SMOTE,0.5,0.4920273348519362,0.0,HistGradientBoostingClassifier(min_samples_leaf=50),
microarray,histgradboost,120,0.6,1,1,RO,0.5001811840376863,0.4922114079289478,0.001227106654120241,HistGradientBoostingClassifier(min_samples_leaf=25),
microarray,histgradboost,120,0.6,1,1,ExpandGAN,0.5214637027977835,0.5138399944778077,0.052562230562484595,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=50)",0.5
microarray,histgradboost,120,0.6,1,1,ExpandGAN,0.5894795404635963,0.5840178550884702,0.13375730256149315,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=50)",0.75
microarray,histgradboost,120,0.6,1,1,ExpandGAN,0.5808399557776738,0.5746991555647591,0.12859409879590322,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=50)",1.0
microarray,svm,120,0.6,1,1,ExpandGAN,0.5758569753338064,0.5735947171026898,0.20856176519450012,"SVC(C=1, gamma=0.1, kernel='linear')",0.25
microarray,svm,120,0.6,1,1,GAN,0.6499625049699788,0.6444168334828927,0.14899744451584027,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.6,1,1,SMOTE,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.6,1,1,RO,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.6,1,1,ExpandGAN,0.535354898427893,0.53312164929477,0.20989953095368655,"SVC(C=5, gamma=0.1, kernel='linear')",0.5
microarray,svm,120,0.6,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.75
microarray,svm,120,0.6,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
metabolomics,histgradboost,,,0,0,ExpandGAN,0.9222050045913682,0.9210624766180321,0.0577750296390705,HistGradientBoostingClassifier(min_samples_leaf=25),0.25
metabolomics,histgradboost,,,0,0,GAN,0.9352330119375575,0.9300411522633745,0.03832161773476585,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",
metabolomics,histgradboost,,,0,0,SMOTE,0.9209423783287419,0.9064721286943508,0.017667232870959133,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",
metabolomics,histgradboost,,,0,0,RO,0.9403409090909091,0.9292929292929293,0.009029462443704134,HistGradientBoostingClassifier(min_samples_leaf=10),
metabolomics,histgradboost,,,0,0,ExpandGAN,0.9295511937557392,0.9233071455293678,0.03455871964573943,HistGradientBoostingClassifier(min_samples_leaf=10),0.5
metabolomics,histgradboost,,,0,0,ExpandGAN,0.8715564738292011,0.8836513280957725,0.10770653751952014,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=75)",0.75
metabolomics,histgradboost,,,0,0,ExpandGAN,0.9183884297520661,0.9161990273101384,0.06797594995289846,HistGradientBoostingClassifier(min_samples_leaf=10),1.0
metabolomics,svm,,,0,0,ExpandGAN,0.7297405876951332,0.7687991021324355,0.1582087788974147,"SVC(C=1, gamma=0.1, kernel='linear')",0.25
metabolomics,svm,,,0,0,GAN,0.797893709825528,0.8286569397680509,0.12763331559094598,"SVC(C=1, gamma=0.1, kernel='linear')",
metabolomics,svm,,,0,0,SMOTE,0.96875,0.9629629629629629,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
metabolomics,svm,,,0,0,RO,0.96875,0.9629629629629629,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
metabolomics,svm,,,0,0,ExpandGAN,0.7209595959595959,0.7553310886644219,0.15209225957303374,"SVC(C=1, gamma=0.1, kernel='linear')",0.5
metabolomics,svm,,,0,0,ExpandGAN,0.7048037190082646,0.7392442947998504,0.14484150403986348,"SVC(C=1, gamma=0.1, kernel='linear')",0.75
metabolomics,svm,,,0,0,ExpandGAN,0.7211030762167125,0.751589973812196,0.1426379343592653,"SVC(C=1, gamma=0.1, kernel='linear')",1.0
metabolomics,histgradboost,,,1,0,ExpandGAN,0.9108413682277319,0.9094650205761317,0.06150742858452696,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",0.25
metabolomics,histgradboost,,,1,0,GAN,0.9192206152433425,0.9195660306771418,0.054915320882832894,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",
metabolomics,histgradboost,,,1,0,SMOTE,0.9209423783287419,0.9064721286943508,0.017667232870959133,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",
metabolomics,histgradboost,,,1,0,RO,0.9403409090909091,0.9292929292929293,0.009029462443704134,HistGradientBoostingClassifier(min_samples_leaf=10),
metabolomics,histgradboost,,,1,0,ExpandGAN,0.8850436179981636,0.8930041152263374,0.08340597349231674,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",0.5
metabolomics,histgradboost,,,1,0,ExpandGAN,0.9181301652892562,0.9221848110736999,0.06702128088604947,HistGradientBoostingClassifier(min_samples_leaf=75),0.75
metabolomics,histgradboost,,,1,0,ExpandGAN,0.9160066574839303,0.9150766928544707,0.06835572481690319,HistGradientBoostingClassifier(min_samples_leaf=10),1.0
metabolomics,svm,,,1,0,ExpandGAN,0.7282483930211203,0.7680508791619903,0.15994233306314196,"SVC(C=1, gamma=0.1, kernel='linear')",0.25
metabolomics,svm,,,1,0,GAN,0.7983528466483012,0.8290310512532735,0.12629514085153673,"SVC(C=1, gamma=0.1, kernel='linear')",
metabolomics,svm,,,1,0,SMOTE,0.96875,0.9629629629629629,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
metabolomics,svm,,,1,0,RO,0.96875,0.9629629629629629,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
metabolomics,svm,,,1,0,ExpandGAN,0.7197830578512397,0.7549569771791993,0.15273412731136224,"SVC(C=1, gamma=0.1, kernel='linear')",0.5
metabolomics,svm,,,1,0,ExpandGAN,0.7036558769513315,0.7392442947998504,0.14482931053230033,"SVC(C=1, gamma=0.1, kernel='linear')",0.75
metabolomics,svm,,,1,0,ExpandGAN,0.7196395775941231,0.7512158623269733,0.14255974064610027,"SVC(C=1, gamma=0.1, kernel='linear')",1.0
metabolomics,histgradboost,,,1,1,ExpandGAN,0.8760043617998163,0.8630751964085297,0.0714220143593621,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",0.25
metabolomics,histgradboost,,,1,1,GAN,0.9192206152433425,0.9195660306771418,0.054915320882832894,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",
metabolomics,histgradboost,,,1,1,SMOTE,0.9209423783287419,0.9064721286943508,0.017667232870959133,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",
metabolomics,histgradboost,,,1,1,RO,0.9403409090909091,0.9292929292929293,0.009029462443704134,HistGradientBoostingClassifier(min_samples_leaf=10),
metabolomics,histgradboost,,,1,1,ExpandGAN,0.8991333792470156,0.9008604564160119,0.07405001565099524,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",0.5
metabolomics,histgradboost,,,1,1,ExpandGAN,0.8793044077134986,0.8892630003741115,0.09718621429270308,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=75)",0.75
metabolomics,histgradboost,,,1,1,ExpandGAN,0.8971246556473829,0.9046015712682379,0.09077607304403446,HistGradientBoostingClassifier(min_samples_leaf=50),1.0
metabolomics,svm,,,1,1,ExpandGAN,0.7297692837465565,0.7691732136176581,0.15879104347504816,"SVC(C=1, gamma=0.1, kernel='linear')",0.25
metabolomics,svm,,,1,1,GAN,0.7983528466483012,0.8290310512532735,0.12629514085153673,"SVC(C=1, gamma=0.1, kernel='linear')",
metabolomics,svm,,,1,1,SMOTE,0.96875,0.9629629629629629,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
metabolomics,svm,,,1,1,RO,0.96875,0.9629629629629629,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
metabolomics,svm,,,1,1,ExpandGAN,0.7203569788797062,0.7549569771791993,0.15175921361312938,"SVC(C=1, gamma=0.1, kernel='linear')",0.5
metabolomics,svm,,,1,1,ExpandGAN,0.6910583103764922,0.7265245043022821,0.13311462090893814,"SVC(C=5, gamma=0.1, kernel='linear')",0.75
metabolomics,svm,,,1,1,ExpandGAN,0.7206439393939394,0.7512158623269733,0.14328080625724823,"SVC(C=1, gamma=0.1, kernel='linear')",1.0
microarrayLasso,histgradboost,40,0.4,0,0,ExpandGAN,0.5143857653992167,0.49107513491075133,0.04892933128811649,HistGradientBoostingClassifier(min_samples_leaf=25),1
microarrayLasso,histgradboost,40,0.4,0,0,GAN,0.5115660474284024,0.4878530905928166,0.0228597322180182,HistGradientBoostingClassifier(min_samples_leaf=10),
microarrayLasso,histgradboost,40,0.4,0,0,SMOTE,0.5,0.4755381604696673,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarrayLasso,histgradboost,40,0.4,0,0,RO,0.5,0.4755381604696673,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarrayLasso,svm,40,0.4,0,0,ExpandGAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",1
microarrayLasso,svm,40,0.4,0,0,GAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,svm,40,0.4,0,0,SMOTE,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,svm,40,0.4,0,0,RO,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,histgradboost,40,0.4,1,0,ExpandGAN,0.5143447403213388,0.4910158334815869,0.042089748214124874,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",1
microarrayLasso,histgradboost,40,0.4,1,0,GAN,0.5139693104498706,0.4902844491885588,0.034349753507616286,HistGradientBoostingClassifier(min_samples_leaf=10),
microarrayLasso,histgradboost,40,0.4,1,0,SMOTE,0.5,0.4755381604696673,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarrayLasso,histgradboost,40,0.4,1,0,RO,0.5,0.4755381604696673,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarrayLasso,svm,40,0.4,1,0,ExpandGAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",1
microarrayLasso,svm,40,0.4,1,0,GAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,svm,40,0.4,1,0,SMOTE,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,svm,40,0.4,1,0,RO,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,histgradboost,40,0.4,1,1,ExpandGAN,0.5272773338693737,0.5067307122101642,0.05856841181564288,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",1
microarrayLasso,histgradboost,40,0.4,1,1,GAN,0.5139693104498706,0.4902844491885588,0.034349753507616286,HistGradientBoostingClassifier(min_samples_leaf=10),
microarrayLasso,histgradboost,40,0.4,1,1,SMOTE,0.5,0.4755381604696673,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarrayLasso,histgradboost,40,0.4,1,1,RO,0.5,0.4755381604696673,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarrayLasso,svm,40,0.4,1,1,ExpandGAN,0.5,0.5244618395303327,0.0,"SVC(C=5, gamma=0.1)",1
microarrayLasso,svm,40,0.4,1,1,GAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,svm,40,0.4,1,1,SMOTE,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,svm,40,0.4,1,1,RO,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,histgradboost,80,0.4,0,0,ExpandGAN,0.5047934197326127,0.48123109766945377,0.024136750678902277,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",1
microarrayLasso,histgradboost,80,0.4,0,0,GAN,0.5056286561952675,0.481527604815276,0.010732313465061448,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",
microarrayLasso,histgradboost,80,0.4,0,0,SMOTE,0.5,0.4755381604696673,0.0,HistGradientBoostingClassifier(min_samples_leaf=10),
microarrayLasso,histgradboost,80,0.4,0,0,RO,0.5,0.4755381604696673,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarrayLasso,svm,80,0.4,0,0,ExpandGAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",1
microarrayLasso,svm,80,0.4,0,0,GAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,svm,80,0.4,0,0,SMOTE,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,svm,80,0.4,0,0,RO,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,histgradboost,80,0.4,1,0,ExpandGAN,0.5144301252187746,0.49115420348297056,0.027205762603067805,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",1
microarrayLasso,histgradboost,80,0.4,1,0,GAN,0.5086507076787158,0.4850066219929234,0.0130601923430241,HistGradientBoostingClassifier(min_samples_leaf=10),
microarrayLasso,histgradboost,80,0.4,1,0,SMOTE,0.5,0.4755381604696673,0.0,HistGradientBoostingClassifier(min_samples_leaf=10),
microarrayLasso,histgradboost,80,0.4,1,0,RO,0.5,0.4755381604696673,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarrayLasso,svm,80,0.4,1,0,ExpandGAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",1
microarrayLasso,svm,80,0.4,1,0,GAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,svm,80,0.4,1,0,SMOTE,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,svm,80,0.4,1,0,RO,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,histgradboost,80,0.4,1,1,ExpandGAN,0.5026948590381426,0.47836486192650574,0.008027753158498564,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=50)",1
microarrayLasso,histgradboost,80,0.4,1,1,GAN,0.5086507076787158,0.4850066219929234,0.0130601923430241,HistGradientBoostingClassifier(min_samples_leaf=10),
microarrayLasso,histgradboost,80,0.4,1,1,SMOTE,0.5,0.4755381604696673,0.0,HistGradientBoostingClassifier(min_samples_leaf=10),
microarrayLasso,histgradboost,80,0.4,1,1,RO,0.5,0.4755381604696673,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarrayLasso,svm,80,0.4,1,1,ExpandGAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",1
microarrayLasso,svm,80,0.4,1,1,GAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,svm,80,0.4,1,1,SMOTE,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,svm,80,0.4,1,1,RO,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,histgradboost,120,0.4,0,0,ExpandGAN,0.5104380516670917,0.48656822629425367,0.03407083898408355,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=75)",1
microarrayLasso,histgradboost,120,0.4,0,0,GAN,0.5047678275290216,0.4805392476625353,0.009858605542701543,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",
microarrayLasso,histgradboost,120,0.4,0,0,SMOTE,0.5000376903361978,0.47557769475577694,0.00026381861748176914,HistGradientBoostingClassifier(min_samples_leaf=10),
microarrayLasso,histgradboost,120,0.4,0,0,RO,0.5,0.4755381604696673,0.0,HistGradientBoostingClassifier(min_samples_leaf=75),
microarrayLasso,svm,120,0.4,0,0,ExpandGAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",1
microarrayLasso,svm,120,0.4,0,0,GAN,0.5,0.5244618395303327,0.0,"SVC(C=5, gamma=0.1)",
microarrayLasso,svm,120,0.4,0,0,SMOTE,0.3282891100055279,0.31898238747553814,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarrayLasso,svm,120,0.4,0,0,RO,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,histgradboost,120,0.4,1,0,ExpandGAN,0.5153318238586342,0.4919251220621083,0.04717959261763567,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=75)",1
microarrayLasso,histgradboost,120,0.4,1,0,GAN,0.5088760741745817,0.48484848484848486,0.015215471248130701,HistGradientBoostingClassifier(min_samples_leaf=25),
microarrayLasso,histgradboost,120,0.4,1,0,SMOTE,0.5000376903361978,0.47557769475577694,0.00026381861748176914,HistGradientBoostingClassifier(min_samples_leaf=10),
microarrayLasso,histgradboost,120,0.4,1,0,RO,0.5,0.4755381604696673,0.0,HistGradientBoostingClassifier(min_samples_leaf=75),
microarrayLasso,svm,120,0.4,1,0,ExpandGAN,0.5,0.5244618395303327,0.0,"SVC(C=5, gamma=0.1)",1
microarrayLasso,svm,120,0.4,1,0,GAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,svm,120,0.4,1,0,SMOTE,0.3282891100055279,0.31898238747553814,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarrayLasso,svm,120,0.4,1,0,RO,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,histgradboost,120,0.4,1,1,ExpandGAN,0.5110877058776451,0.48733914487339147,0.037639992473392114,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=75)",1
microarrayLasso,histgradboost,120,0.4,1,1,GAN,0.5088760741745817,0.48484848484848486,0.015215471248130701,HistGradientBoostingClassifier(min_samples_leaf=25),
microarrayLasso,histgradboost,120,0.4,1,1,SMOTE,0.5000376903361978,0.47557769475577694,0.00026381861748176914,HistGradientBoostingClassifier(min_samples_leaf=10),
microarrayLasso,histgradboost,120,0.4,1,1,RO,0.5,0.4755381604696673,0.0,HistGradientBoostingClassifier(min_samples_leaf=75),
microarrayLasso,svm,120,0.4,1,1,ExpandGAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",1
microarrayLasso,svm,120,0.4,1,1,GAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,svm,120,0.4,1,1,SMOTE,0.3282891100055279,0.31898238747553814,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarrayLasso,svm,120,0.4,1,1,RO,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,histgradboost,40,0.5,0,0,ExpandGAN,0.503314888334236,0.4791555476486983,0.011162968923194568,HistGradientBoostingClassifier(min_samples_leaf=25),1
microarrayLasso,histgradboost,40,0.5,0,0,GAN,0.5035138095530577,0.47925438336397236,0.012013218091988378,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",
microarrayLasso,histgradboost,40,0.5,0,0,SMOTE,0.5,0.4755381604696673,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarrayLasso,histgradboost,40,0.5,0,0,RO,0.5,0.4755381604696673,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarrayLasso,svm,40,0.5,0,0,ExpandGAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",1
microarrayLasso,svm,40,0.5,0,0,GAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,svm,40,0.5,0,0,SMOTE,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarrayLasso,svm,40,0.5,0,0,RO,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,histgradboost,40,0.5,1,0,ExpandGAN,0.5247941921518483,0.5065725750657257,0.048347348416658074,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",1
microarrayLasso,histgradboost,40,0.5,1,0,GAN,0.5008291873963516,0.4764079147640791,0.002085411264091243,HistGradientBoostingClassifier(min_samples_leaf=25),
microarrayLasso,histgradboost,40,0.5,1,0,SMOTE,0.5,0.4755381604696673,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarrayLasso,histgradboost,40,0.5,1,0,RO,0.5,0.4755381604696673,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarrayLasso,svm,40,0.5,1,0,ExpandGAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",1
microarrayLasso,svm,40,0.5,1,0,GAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,svm,40,0.5,1,0,SMOTE,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarrayLasso,svm,40,0.5,1,0,RO,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,histgradboost,40,0.5,1,1,ExpandGAN,0.5061877295155349,0.482278756251359,0.02437125261616442,HistGradientBoostingClassifier(min_samples_leaf=25),1
microarrayLasso,histgradboost,40,0.5,1,1,GAN,0.5008291873963516,0.4764079147640791,0.002085411264091243,HistGradientBoostingClassifier(min_samples_leaf=25),
microarrayLasso,histgradboost,40,0.5,1,1,SMOTE,0.5,0.4755381604696673,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarrayLasso,histgradboost,40,0.5,1,1,RO,0.5,0.4755381604696673,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarrayLasso,svm,40,0.5,1,1,ExpandGAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",1
microarrayLasso,svm,40,0.5,1,1,GAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,svm,40,0.5,1,1,SMOTE,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarrayLasso,svm,40,0.5,1,1,RO,0.5,0.4755381604696673,0.0,"SVC(C=1, gamma=0.1)",
microarrayLasso,histgradboost,80,0.5,0,0,ExpandGAN,0.5032754918511322,0.4790369447903694,0.011222445503049447,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",1
microarrayLasso,histgradboost,80,0.5,0,0,GAN,0.5116651590532187,0.48777402202059733,0.014997407068033763,HistGradientBoostingClassifier(min_samples_leaf=10),
microarrayLasso,histgradboost,80,0.5,0,0,SMOTE,0.5,0.4755381604696673,0.0,HistGradientBoostingClassifier(min_samples_leaf=50),
microarrayLasso,histgradboost,80,0.5,0,0,RO,0.5,0.4755381604696673,0.0,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",
microarrayLasso,svm,80,0.5,0,0,ExpandGAN,0.5,0.5244618395303327,0.0,"SVC(C=1, gamma=0.1)",1
