label,znf207,polr2g,sae1,cap2,acly,pea15,dctn2,sf3b4,fcn3,clec1b,psmd4,cyp1a2,parp1,dbh,ecm1,col4a1,nat2,polr3c,mt1f,lcat,cs,ctnna1,copa,vipr1,scamp3,hgs,tomm40,thy1,top2a,c8orf33,pttg1,prc1,igfals,cdc20,pogk,creb3l2,aspm,mt1g,slc39a1,psme3,lsm2,nup205,cfl1,psmb4,plod3,b4galt3,irak1,ap3b1,neu1,nusap1,stip1,cdk4,fam20b,ccnb2,apof,kpnb1,hamp,srd5a2,aatf,gpc3,snx27,nploc4,gtpbp4,lamc1,lmna,cyp39a1,slc41a3,plvap,mt1m,ckap4,chst4,mcm3,ncapg,prpf3,capns1,kifc1,atic,pck1,atp6ap1,ptprf,mcm6,gmfb,cyp3a4,smg5,dnmt1,mpv17,kmo,dap3,dars2,aurka,mt1e,gnpat,kbtbd11,fos,mt1x,clic1,cetp,lsm4,cdc25b,ass1,mid1ip1,vps37c,trrap,acaca,sac3d1,slco1b3,s100a10,cnih4,hcfc1,rnd3,gla,cdkn3,gba3,cln3,fbl,bcap31,gpaa1,tbce,sqle,ncapd2,dnase1l3,lasp1,tmem106c,zgpat,ghr,actg2,mcm5,tuft1,gnpda1,pygb,tkt,slc22a1,pafah1b3,rusc1,mapre1
control,7.98110164,9.100243908,9.387958412,7.20514833,8.161426318,8.437929834,8.728673451,8.400352459,12.35633997,9.276254062,6.62284049,12.43692094,9.106835719,7.657670833,7.292357765,8.155939785,9.934227532,7.742783706,12.3832945,9.273119858,5.757640264,9.78271588,9.812901067,7.937404355,6.56712828,7.916028846,8.021780995,6.547844226,6.976710981,7.494693452,6.841835489,6.899331047,9.346010678,6.800818361,7.828765985,8.003741503,7.060392731,13.81974006,8.278956614,7.175166212,8.729326863,7.554079033,9.86806422,9.870484629,8.550740916,7.21089712,7.70586859,8.858310162,7.807271558,7.007707665,8.2643043,8.113931,8.063641748,6.331177935,11.08073413,9.014238287,13.95010786,8.029449199,7.376829608,6.129968622,7.765383476,7.013940215,8.590871822,7.66090392,7.588400297,8.183574357,7.403151634,6.716237443,10.10006026,8.314079636,7.813572854,7.054373009,6.547433255,7.106442216,9.106053076,6.440085265,9.657242943,10.52121968,9.344448691,9.000499774,7.95042608,8.616184525,12.25073527,7.090775508,7.830576217,7.15477658,9.436626669,8.865662112,6.999689441,7.003056097,12.68235513,7.995717505,8.571526348,11.23913518,13.11549779,8.833016057,7.255309524,8.480560716,6.687665492,12.81542011,7.139437471,8.102599006,7.58714572,7.360927123,8.069655422,9.842629443,9.764919391,8.861440358,7.817751846,8.98274253,7.304080261,6.431609036,10.72422953,7.00202678,8.282677961,9.743567118,7.72371305,7.569718437,8.272800258,6.680018452,10.2717859,9.965301325,7.997439279,9.026251982,10.99040508,6.028257482,7.448274501,6.686897278,8.487425069,7.024057351,9.041009152,10.71513691,7.245854451,7.557391654,8.374095421
control,8.328341937,9.438448048,9.012279708,7.66721019,8.901646563,8.164606858,8.970658026,8.522484049,11.43259131,7.397902181,6.805566145,11.47576896,9.34197789,7.844452127,7.064766878,8.719605213,9.150646857,8.092995303,12.46963345,9.450919635,5.839518896,9.9295021,9.34371428,8.034324761,6.005638063,8.211963748,7.809318824,6.019161253,5.886003988,7.484664738,6.419437478,5.854649029,8.85154082,5.835643175,7.823013005,7.838360623,6.687779658,13.89852554,8.267240099,6.294231019,9.288274566,7.588646766,9.488728128,9.931906058,8.213233118,7.803489616,7.330107365,7.919465719,7.877788762,6.521045736,8.311802777,8.357626355,7.77178652,6.066905139,12.64241176,8.557307242,14.0199876,7.982141624,7.285524554,6.000164578,7.194415012,6.404638664,9.068444982,7.756648221,8.136244032,8.58826844,7.513385796,6.632081343,10.29450777,8.147177145,8.308783433,6.563976938,5.908760419,6.752262386,8.486408104,6.006536551,9.177870841,10.51176518,10.00189065,8.924526612,7.515730865,8.77092975,12.45153769,6.699745618,7.341675218,6.37001427,8.760875413,8.516091519,6.668868817,6.171578112,13.08701531,7.798969648,7.916028846,10.51007882,13.1451807,8.932348881,6.987942449,8.649460505,6.557675307,12.96076932,7.178502655,8.418991339,7.413875907,7.111680267,8.170729509,9.205230121,9.948621982,8.779131547,7.248858483,9.870484629,7.16007983,5.685552666,10.64938995,6.412121729,8.03366248,9.951226901,7.011037702,7.00260518,7.839574481,5.936970318,8.32955503,9.128312031,8.547740591,7.887063211,10.44382722,6.215134507,6.69906146,6.234696555,7.91537787,6.518121396,8.743754956,10.04510541,7.314961235,7.935782363,7.744705479
control,9.138519405,10.09883042,10.03011794,8.396217775,9.69389321,9.767281733,9.255264439,10.11123973,7.751017695,5.796878736,6.636332909,6.144337219,9.124596058,6.059803928,6.457163206,9.824128765,7.711592639,8.870617782,9.786025441,8.43105436,6.018998194,9.882442157,10.02353187,8.13579949,6.324942397,10.08284942,9.83816835,8.45874609,6.169094306,9.076196841,6.618195719,6.776364337,7.816586549,8.141627407,8.58261252,8.137809293,7.685823569,12.24252158,8.591886722,6.998181773,9.855200838,7.509769047,10.61947725,10.25479246,9.964151416,8.154329418,8.378089016,8.563929394,7.467301296,7.905422833,9.616635154,7.957531063,8.417164029,6.237378944,11.21539562,9.441169418,8.593981976,6.357665959,8.346885212,5.955587766,8.026975349,7.785256345,9.188762243,9.663497197,9.692782454,6.15597979,7.772410713,8.251529836,5.828396401,8.909311011,6.900757439,6.482113061,6.079488478,7.806373519,10.16503571,6.522532175,10.00825621,8.039856491,10.94440286,9.639892284,7.567228611,9.432128974,10.53825127,7.374361067,7.677851357,6.740316283,7.492375538,8.281843859,7.66721019,6.63004655,11.50650564,6.645563114,8.393339297,7.761633485,10.07018743,8.15711581,6.75377606,9.305992647,6.533796384,11.71737444,6.785367069,9.769325321,8.38079669,7.880980174,9.286700652,5.80351886,11.32591922,9.096736258,7.838360623,6.358430664,7.702506482,5.738299491,9.411929523,7.039533061,9.439312055,10.66482272,7.527964991,6.582385623,9.247197114,7.277502445,6.510713847,11.30125773,9.808590368,7.015751862,9.194908943,7.424126263,7.481059016,6.502496066,8.411191334,7.933747627,9.225317015,11.36982996,6.827934783,9.368721814,7.253994934
control,7.800267931,9.404195486,9.521325237,7.346954468,8.211549962,8.180028371,8.862666848,7.864288022,11.48657207,8.488811971,7.095559748,12.06489037,9.126866543,7.584857395,7.385530562,8.021029202,9.597591928,7.601715861,13.51781591,9.647410497,5.928617516,9.962958711,9.725405608,8.055249611,6.187453177,7.839269448,7.862593935,6.032453709,5.763949772,7.503351725,6.57752885,6.049312987,10.1839137,6.050750932,7.845440333,7.940973482,7.024360107,14.39518867,8.578264665,6.754299061,9.395482249,7.511500568,9.824128765,10.13655699,8.375352789,7.502925818,7.551384918,8.417616712,7.881352348,6.183169488,8.48450383,8.274429977,8.193341888,5.693763479,12.11849495,8.517574595,13.77378769,8.674207052,7.176140325,6.189749261,7.608248511,6.683041432,8.440353127,7.619004376,8.16997022,8.641857125,7.894598256,6.638094244,10.87496337,8.409958788,7.827222821,6.934339714,5.970697804,6.602070194,8.683509852,6.078304849,9.478796647,10.65778815,9.638714517,9.449010242,7.726541828,8.530999306,12.7927234,6.540597461,7.199539197,6.577894733,9.149825525,8.815289383,7.117338089,6.274807459,13.55419679,7.804925935,8.362570936,11.57592423,13.7897843,8.577233772,7.021794796,8.497619732,6.363037464,13.47431072,6.779771393,7.955863279,7.668732931,7.444885897,8.008542938,9.620564694,10.31485188,9.051239185,7.593705206,9.12972783,7.389460999,5.92550981,11.36982996,6.719858937,8.48595618,9.916477781,7.60520857,7.650395292,7.774758377,6.240707911,9.546892757,9.784932351,8.32206416,9.166412455,10.89364115,6.329769078,7.114750761,6.405667422,8.168117539,6.795784647,8.438921005,10.89981272,7.076507862,7.539284939,7.812689978
control,8.357187343,9.254415823,9.835615504,7.839574481,8.622467306,9.074140807,8.921193007,7.915049928,13.22969685,8.627849313,6.755144383,11.70566518,9.0819355,7.460991849,7.128714305,9.373851711,9.728691624,7.858480745,12.8096523,8.81774847,5.877509109,9.671066791,9.788284408,7.599481848,6.272413237,8.036058373,8.083055649,6.887504829,6.981820122,7.459891685,6.906425049,6.562142129,8.917944049,6.634804925,7.662232876,7.768875954,7.382752067,14.28988044,8.440353127,7.048588088,9.390317508,7.594516439,10.23161659,9.89445473,8.422247902,7.228682792,7.40153912,8.391918955,7.80088112,7.213995952,7.897811848,8.292839522,7.798176428,6.307853558,10.60701315,8.903450816,12.94885385,9.056282763,6.928573519,7.666131128,7.648273023,6.921625226,8.866927288,7.949398515,7.89266303,7.893327873,7.738304259,6.69366272,10.28857623,8.494287683,7.937404355,7.200726685,6.539308277,6.539841146,8.604415227,6.400013011,9.068444982,10.88737392,9.559985879,9.437605087,9.175541227,9.217393743,11.08903023,6.78627395,8.138189505,6.976533197,8.799142914,8.367023328,7.117855166,6.937656195,13.59031573,8.060670845,6.894746836,11.03970602,13.04664399,9.191840208,7.049414319,8.602844386,6.40384153,12.49705293,6.964904669,8.188214941,7.399752439,7.116602657,7.55037723,9.968843365,10.12992155,9.565536996,7.401762516,9.807421278,7.88200208,6.168875186,11.04975033,6.979260112,8.450379376,9.707594513,7.411295849,7.617951153,8.342421901,6.422302519,10.53648915,9.609987488,8.631660091,8.445056567,11.59152307,5.626076191,7.725920773,6.65830959,8.114326501,6.96744451,8.711635356,9.900328321,7.008847933,7.754928249,7.951737961
control,7.74023048,9.538360408,9.054035573,6.662850147,8.001097744,7.785256345,8.72081057,8.18664595,11.5997474,8.129489111,6.629318687,12.13466491,9.0826801,8.350003827,7.408605211,7.955151284,8.736096626,7.345484094,12.60341156,9.409276415,5.907579907,9.69073926,9.549718294,8.506395824,5.7976325,7.844452127,8.297899857,6.054865987,5.930971021,7.555512452,6.629925503,5.959970471,9.676188,5.911545847,8.10293684,8.230594571,6.805101537,14.28988044,8.384417233,6.54444542,9.490611909,7.274760307,9.579258553,10.24459425,8.215308304,7.774758377,7.77590268,8.38301796,7.986634194,6.037788641,8.389993988,8.098464677,8.182075628,5.730009162,12.37890743,8.127674809,13.62883519,9.481425298,7.384540827,6.093623243,7.988345185,6.532821979,8.620389298,7.809318824,8.238728723,7.252228416,7.914060423,6.397806075,10.55001237,8.434667881,7.841128235,6.568836562,5.620080673,6.354812087,8.383468502,6.112198786,9.361248938,11.46057919,9.554257457,8.673178486,7.378557131,8.267240099,11.83308903,6.679350136,6.799117526,6.312008685,9.061241011,8.991606277,6.737560365,6.159898131,13.31018278,7.796097534,8.263881884,11.91933364,13.1451807,8.651686898,6.921061622,8.816476339,6.72877557,13.729339,6.620992474,8.146798718,7.614252675,6.401173383,7.861046205,7.975587735,10.51176518,8.437465364,7.32951484,9.304323077,7.131785814,5.766879623,11.13348214,6.341687609,8.320417543,9.973752737,8.080450645,6.787394367,7.663807451,5.970745438,9.164104744,9.851662313,8.129118903,8.994351878,9.338741831,6.093944831,6.960377765,6.226869885,7.824210943,6.254118142,8.520408324,10.17461571,6.544825505,7.645507606,7.876871164
control,8.069655422,9.585703642,9.961797303,7.302274388,8.415840647,8.778549621,9.230501699,8.477677004,13.268805,10.03272953,6.728096199,12.39631495,9.166412455,7.959243804,7.475481687,8.187809253,7.534430951,7.481511978,11.90949407,9.281183508,5.847653,10.06260468,9.768393813,8.371769266,6.160161003,8.527934914,8.680137208,6.382170592,6.338742825,7.747886574,6.680829802,6.590084127,9.691801248,6.411134946,8.234732826,8.548766975,6.875146904,13.87990352,8.734464057,7.33828549,8.989402509,7.484861293,10.15166821,10.27320162,9.03380443,7.24120949,7.963745807,8.576714152,8.022133958,6.618749671,8.267240099,8.539419638,8.633358148,6.207384939,10.89981272,8.973322192,14.18363611,8.626108994,7.490316604,6.155515523,8.199392527,7.491645187,8.526980905,7.74631305,8.178014081,6.837033941,7.82331952,6.584647292,9.914221181,8.38301796,8.055249611,7.552131574,6.095988717,7.106442216,9.053265234,6.265072597,10.0387308,10.49839781,9.608022309,9.301185729,8.702432332,7.81924095,10.31485188,7.640490911,8.564415127,7.33941005,9.125276635,9.248697199,6.714124384,6.62015961,13.12189946,7.961640554,8.244448067,10.35607402,13.71364053,9.194908943,7.981411343,9.003772138,6.763388704,12.22630555,7.527247292,8.303508225,8.002705089,7.562516782,8.029449199,7.810911548,10.6300156,7.720868801,7.724828013,8.900326291,7.615474901,6.074403635,10.31622272,7.269933932,8.218118445,9.738563074,8.216460129,7.708575012,9.368721814,6.466421164,10.63675073,10.5449579,7.771222645,9.244185848,9.084988253,6.623737918,8.058139762,6.460565907,8.656685771,6.963515122,9.325710245,9.891969754,7.000906716,7.550607456,8.488345658
control,8.006115252,9.348473145,9.512806516,7.482615413,8.276443383,8.577233772,8.854763281,7.911118445,13.268805,10.06510562,6.49146721,12.57873157,9.03380443,7.968139478,7.179048118,8.656150444,9.628321666,7.841128235,13.03232559,9.486050501,5.667866725,9.583891756,9.644170473,7.706426038,6.180107943,8.045974003,7.806373519,5.94537835,6.522916102,7.608757169,6.874293919,6.145521317,10.43252851,6.584470318,7.806082237,7.766256922,6.90689375,14.18363611,8.308346521,7.059934188,9.311740966,7.592922117,10.10551894,10.6665395,8.100671086,7.511028197,7.292710077,8.279324043,7.858480745,6.687203403,7.978748776,8.496654231,7.865155545,6.105366715,11.61609716,8.250255343,13.42503637,8.211963748,6.958156879,7.248380832,7.836517333,6.654557873,8.59447462,7.666975211,7.982857691,7.866754656,7.755506787,6.521440554,10.87884823,8.451339987,8.204539731,6.938556868,5.98419601,6.664225727,7.914393365,6.020777018,9.394629907,10.68281292,9.562786508,9.706571732,7.811544652,8.958315074,12.00361822,6.654330071,7.703358282,6.799794747,8.171092093,8.614009153,6.815083898,6.824008112,13.40335157,7.980437106,8.067411318,10.00445186,13.86517288,9.112086504,7.827222821,8.235102866,6.181150274,12.14700767,6.82279931,8.062917535,7.454010013,7.215089592,7.269606764,9.870484629,10.04103014,9.649302304,7.348244222,9.960796085,7.391848597,6.303937884,11.48657207,6.384418011,8.797863326,9.506196926,7.391419889,8.070705398,8.698454789,5.983216372,11.08073413,9.509104403,8.088865955,8.716232033,11.43259131,7.108565711,7.304080261,6.893486773,8.436059566,6.866616895,8.61238637,9.991087805,7.711035874,7.249023647,8.367973119
control,8.047131877,9.186330061,9.09099397,6.992747279,8.919912511,8.290716927,8.753936573,8.692588532,12.76579668,7.74392594,6.767079912,13.11549779,8.865662112,7.913753158,7.092097802,8.083374503,8.170729509,7.601977464,13.08048709,10.08284942,5.833618542,10.12583837,9.817471959,9.276254062,6.172434369,8.925845243,8.77326372,6.397356174,5.892142148,7.725686837,6.696729555,5.853894471,10.1853909,6.04613676,8.469911038,8.707597422,6.751508257,14.39518867,8.684655672,6.632057507,9.105388798,6.774545207,9.672207141,10.33955886,8.967987881,7.702506482,7.897158529,8.564892089,7.911782513,6.25414635,8.76739103,8.204971577,8.76029026,5.748093156,12.07236703,8.670329741,13.83437167,8.770325712,7.852358687,5.667062278,8.49574252,7.582683538,8.295781513,8.294145259,8.510078705,7.548764886,7.673167563,6.676289036,9.89445473,8.588774743,8.52347964,6.902234717,5.831181191,6.356686548,9.289831352,6.056322162,9.86938216,10.01084092,10.45669058,9.409276415,7.399752439,8.097732923,12.07601536,7.073957249,6.62798559,6.560133401,9.355280583,8.677962283,6.423703725,6.246122587,13.35366581,7.486778625,9.660380681,10.00951908,13.91488379,8.18970483,6.643542538,8.669735285,6.727907916,13.07284512,7.471722119,8.672610387,8.388640289,7.526134867,8.554776066,8.379019525,9.980006329,7.969760735,7.406997762,8.10847843,6.564830656,5.621191565,11.04370191,6.429270633,8.86083868,10.3442162,7.503160059,6.767420909,7.163985621,6.372896685,9.166412455,10.60701315,8.376220157,9.428597548,10.23584517,6.65994035,6.89325292,6.140863201,8.039559037,6.723051223,9.408372034,11.51154704,7.368088042,7.915049928,7.104506977
control,8.235102866,9.137065044,9.042470978,6.819451466,8.552336036,7.988709163,8.392392186,8.728117399,11.73212469,7.525679382,6.619313372,13.05976811,9.011567427,8.014662878,6.651764842,8.05454743,10.72927615,8.147177145,12.88256848,10.24459425,5.912232367,10.13143738,9.591768992,8.345549172,5.881034757,8.364319032,7.956205044,6.058221936,6.02730833,7.805211332,6.5662352,6.630466552,9.778194218,6.23769094,7.885803311,7.566014267,7.080656945,14.14543148,8.025517683,6.627591721,9.42598064,7.594516439,9.351090558,9.502435342,8.619418962,7.354702755,7.33766756,8.323869476,7.565319955,7.301919645,8.034030314,7.901325945,8.025852862,6.594394458,12.47846847,8.788177608,13.54318584,8.154730046,7.558905646,6.315191711,7.820383002,6.635543429,8.858310162,7.970737327,8.175845058,9.372151607,7.149519453,6.994188943,9.555269231,8.138189505,7.292886586,6.633373483,5.750507138,6.946724328,8.717864905,6.03044011,9.209151639,10.19909343,9.717834374,9.02115742,7.584857395,9.159765027,13.13785382,6.538038008,6.849436797,6.268801391,9.245744182,8.212820071,6.972146934,6.710236435,13.36310831,7.744705479,9.0706334,10.75692132,13.26075136,7.955863279,6.809137941,8.316257047,6.419505852,13.1451807,7.366744729,8.550234473,7.690778414,7.557641684,7.721756075,9.684583831,9.182462586,9.621586809,7.242038899,8.622467306,6.901468613,6.025092437,11.30125773,6.726254135,8.790071575,9.997197579,6.971800299,7.269791233,7.451592739,5.762330157,8.8588939,9.91759364,8.639642807,8.737290341,11.80118894,5.935278741,7.369035735,6.626700589,7.276466058,6.615078039,8.459748209,10.92621874,7.141322454,7.848484393,7.073159144
control,7.979733014,9.221990018,9.036633628,7.109870474,8.362164444,7.899681204,8.651686898,8.350003827,11.33571462,7.620094078,6.61291299,12.32394038,8.722482714,7.288601386,7.212907478,8.271963626,9.035881643,7.773917034,12.0533186,9.736404763,5.867547816,9.634565281,9.706571732,8.197790798,6.119843769,8.041229524,7.879095943,6.14106482,5.793767992,7.376292207,6.689262346,6.184554786,9.244185848,5.934755813,7.903250616,8.08995551,6.775816431,13.71364053,8.011909684,6.775078427,8.593981976,7.363064853,9.324922419,9.973752737,8.49621575,7.423320989,7.452017148,8.554327542,7.882322591,6.234018321,8.110850579,8.116905874,8.0559615,5.83022035,12.0497496,8.725252127,6.857409258,9.467231979,7.327987014,6.625532918,7.581201142,6.536511839,8.49131889,7.61645224,7.783474235,8.042600641,7.576349882,6.380193328,9.658300338,8.253158879,7.722307628,6.788671219,5.839635751,7.215089592,8.91134297,6.110778711,9.243418542,11.13348214,9.33058454,9.00187075,7.166073861,8.270760374,12.47846847,6.540933971,7.460109208,6.857677716,9.498743183,8.927140339,6.67377912,6.595684117,13.13785382,7.74817,8.157530318,10.4583647,13.57836863,8.250255343,6.737273188,8.196196716,6.351769385,13.40335157,7.334776242,8.141280839,7.762212897,7.673681867,7.816309945,9.574382836,9.648393019,8.801605689,7.495356521,9.596637806,7.044081555,5.706777345,11.16318109,7.020005241,8.119895324,9.50338545,7.819533755,7.800267931,8.531502593,6.104342268,9.245744182,9.473530646,7.912126645,9.315037275,11.18323655,6.016862134,7.235673909,6.764479896,7.56464317,6.862034234,8.247709269,10.03272953,6.807572725,7.581670342,8.124614969
control,8.129489111,9.044495399,9.171781223,7.296074075,8.403153843,8.541603247,8.550234473,8.79603918,12.8609055,9.284393027,6.662478407,11.90616113,9.12972783,8.383911456,7.17500547,9.478796647,8.793139563,7.773622976,12.17426196,9.451808915,5.927541726,9.807421278,9.68975842,8.767948827,6.388600976,8.302643459,8.449452248,6.864471333,6.317722945,7.656406636,6.700888445,6.519482047,8.317195887,6.399484671,8.414505124,8.25981408,6.761156621,13.95010786,8.303508225,7.093946034,8.610231986,7.452017148,9.978884912,9.687801137,8.442671144,7.461638815,7.610553113,8.741392932,7.711340314,6.800906434,8.057408483,8.092600442,8.383468502,6.315995136,11.86313194,8.963056809,13.62883519,8.114326501,7.594242293,7.111329834,7.8236222,6.921823879,8.81472259,8.235510355,8.122024053,7.814181812,7.69355401,6.868952113,10.44721839,8.409520669,7.555061451,6.998265134,5.993101059,7.268771319,9.14608067,6.146855607,9.322462033,10.47259598,9.672207141,8.973917011,7.484861293,8.677962283,12.24252158,7.104506977,8.146798718,7.123659251,9.00187075,8.573602373,6.757799765,6.672029039,13.37317483,7.620369108,8.517064799,11.63630461,13.67095946,8.771555062,7.882322591,8.318507544,5.987545336,12.1582267,7.676005225,8.602844386,8.378551183,7.029592723,7.581201142,8.447938963,10.5050765,8.752722248,8.080450645,10.45669058,7.059042678,5.868413807,10.25178299,7.038011145,8.377166356,9.618675247,7.750758041,7.545261945,7.978110286,6.66952153,10.18837145,10.24598707,8.094757951,8.090416762,11.19015644,7.014608107,7.246252247,7.222911078,8.527934914,7.066085228,8.631660091,10.2900328,7.309263738,7.42815498,8.743189655
control,7.087543145,9.242602819,8.802215871,6.413321553,7.489029247,8.0538683,8.687524131,7.442368465,12.75007265,8.73219792,6.334377465,11.46541906,8.499713565,8.478557086,7.88798635,8.848258568,8.38301796,7.328909154,12.6275518,9.549718294,5.840866617,9.171000756,9.586735996,8.420780072,5.922289468,7.961640554,7.380174147,6.099672515,5.603857801,7.037801612,6.581952732,6.036779226,8.806960358,5.683036379,7.975587735,8.166977008,6.523864051,13.83437167,7.776193324,6.165729034,8.014662878,6.494992984,9.133444719,9.679355958,8.460247906,6.89455768,7.980071674,7.627606238,7.245514755,6.143311706,7.965074899,7.648774578,8.184278849,5.811996394,11.49669369,8.819404024,12.17822593,8.86083868,6.713097113,5.748773437,7.238884585,6.39525368,8.831110111,7.906058993,8.178397005,7.686363495,7.590904937,6.669963161,11.42261704,8.656150444,6.569082127,6.607778956,5.633148334,6.770376298,8.949349724,6.194204216,8.998474208,10.965306,9.177870841,9.275550624,7.137145918,7.853240743,13.03232559,6.145448522,7.066433497,6.411915327,8.962385196,8.682370449,6.177489929,6.20731745,13.45388931,7.538819668,7.917303166,11.88026297,14.0199876,8.935534124,8.414505124,8.243576193,6.166602172,13.26075136,7.661189703,7.768320793,6.814088711,6.20606727,6.790720861,8.289906515,10.16103037,9.062556135,7.50861257,8.455369087,6.587442207,5.875343468,10.2900328,6.453525246,7.940011187,9.115234108,8.619904794,7.025414311,8.07224929,5.953418346,10.36214385,9.002559635,6.650370123,9.093857592,9.911965744,6.379294185,7.375517835,6.240831096,8.390983861,6.15880375,8.228851591,10.05873927,6.362537263,6.988294684,8.265617844
control,8.550740916,8.995095566,9.78271588,7.60979914,8.834869411,8.740224957,9.473530646,8.615570946,12.09916468,7.665336012,6.628304866,12.13466491,9.043841871,7.299078494,7.256400649,10.18837145,8.364752897,8.008855473,11.52744449,8.252383734,5.903169956,10.66816394,9.90272146,8.072601228,6.192110538,8.537959246,8.512597448,7.608499999,6.274689191,7.698102647,6.641421041,6.210695615,9.221990018,6.232790221,8.098086544,8.109670084,6.942021547,12.68235513,8.893895133,7.185370102,9.565536996,7.639236752,10.12723173,10.24459425,8.76330032,7.426861209,8.08476227,8.683509852,7.926235184,7.160369474,8.246482114,8.385378815,8.229724025,5.720318084,9.928427003,9.098033707,13.57836863,7.724538422,7.27257296,7.697565851,7.961986306,7.375134843,8.673178486,8.69202491,8.59922569,7.762813407,7.793196655,6.707036862,7.487898309,8.618893051,9.180274122,6.816569096,6.03189552,6.965573537,9.020425073,6.16462933,9.68975842,8.420780072,10.11547305,10.60365224,7.687975879,9.007967332,12.83844289,7.163788246,7.765954296,7.00297509,9.137065044,8.54000829,7.029297008,6.78234926,12.46536707,8.187389494,7.569930825,10.72063916,11.73518576,9.115989541,6.782391855,8.202929836,6.359047695,12.26306263,7.322950851,8.73219792,8.164200312,7.829411828,8.147177145,10.18239415,10.56786813,9.220457036,7.878090154,8.405881726,7.424734025,5.900167051,10.5014735,7.4945021,8.381669506,10.48846033,7.604694325,7.69973686,8.17195362,6.265226138,8.556221329,10.45341711,8.863288949,7.549657477,11.35292463,7.139720827,7.097449317,6.707907455,8.077881073,7.254814333,8.91134297,9.641994198,6.938179773,8.116905874,7.878456138
control,7.812990818,9.33465456,9.391234831,7.110571033,8.552336036,8.50684918,8.805746367,8.583609015,12.84392646,8.831110111,6.626033331,12.04278785,8.921915205,8.602297166,7.542189866,9.012937677,8.307110633,7.761082912,13.89852554,9.978884912,5.894825415,10.38761006,9.987260742,9.200518637,6.160089731,8.878652795,8.578264665,6.289106152,5.942819279,7.471722119,6.983865805,6.211974813,9.321579249,5.957326338,8.201420717,8.168117539,7.227849203,14.5647603,8.520966228,6.793765282,9.274820409,7.104622052,9.965301325,10.23161659,8.500658567,7.938668303,7.50045742,8.529010808,7.500924442,6.256835735,8.344246765,8.253158879,8.3804124,5.813421261,12.15442145,8.461730532,13.77378769,9.101913377,7.684999956,6.008317891,8.15047282,6.542828291,8.599758864,8.347359732,8.498683429,7.732486392,7.82091643,6.805019754,10.40355633,8.003741503,8.355363669,6.44946625,5.714804013,7.182332255,9.432128974,5.866695407,9.457113295,11.16777236,10.55807185,8.529993567,7.683153227,8.124614969,11.94311022,6.585256912,7.497181167,7.163788246,9.520281845,8.406902021,6.902485566,6.529104368,13.87990352,7.817443341,7.9585923,11.39248126,13.40335157,8.570976046,7.236327158,8.736096626,6.427695129,13.16840306,7.078679033,8.359509652,8.422247902,7.395440152,7.779094087,8.0071502,10.24459425,8.54679309,6.899077578,8.961711647,7.171137892,5.790119452,11.68759162,6.792926183,8.693242067,10.30906459,7.247731992,7.438740908,7.712949329,6.250385363,10.12583837,10.09069382,8.482447442,8.87742894,10.5865618,5.909765315,7.648774578,6.237505271,8.294532633,6.937729281,8.646121473,10.965306,7.244445463,7.896507321,7.634011803
control,8.229281749,9.06484693,9.797619853,7.51126931,8.758594322,8.459748209,8.893172488,8.304369321,12.73374335,8.686995959,6.831221409,13.42503637,9.083398357,7.929700189,7.254156624,8.957647018,9.791666466,7.962394367,13.46351081,9.460670815,6.061815917,10.21027473,9.960796085,8.070414866,6.030663823,8.089199615,8.227559135,6.737695703,6.362295287,7.585859333,6.833644437,6.698125676,9.980006329,6.33056901,8.037086563,7.944004739,7.096023802,14.60486269,8.475238053,7.037408154,9.206741055,7.570158226,9.983529605,10.14209923,8.766263013,7.406373634,7.473551026,8.739025542,7.735842516,6.767993689,8.274864199,8.260992713,8.229724025,6.056520622,11.50650564,8.710011601,14.03784698,8.717344068,7.23070916,6.08208881,7.852358687,7.015003725,8.658786217,8.026203861,8.216904245,8.248073571,7.716462734,6.784445802,10.45494195,8.416694212,8.343314213,7.084665016,6.112876479,6.779809508,8.86450477,6.416693588,9.710659806,10.39656178,9.993531334,9.470908909,8.786947692,8.588774743,13.10835644,7.182473542,7.938316923,6.947433804,9.4923468,8.690939015,6.951288037,6.87102527,13.68415929,8.003031937,7.954107884,10.06901522,13.28564894,8.560954665,7.099762831,8.871881509,6.231616119,12.92593668,7.586896081,8.309628161,7.953404669,7.595732485,8.028057722,10.40083495,10.14624438,8.9061341,7.498812463,10.23290174,7.499283658,6.032157359,11.10866525,6.826315967,8.420780072,10.26327697,7.583181123,7.470001928,7.576584532,6.520968551,9.704461587,10.4266065,8.98081379,8.570463021,11.52982141,6.144774056,8.243197608,6.667391434,7.975282037,7.118089348,9.087990602,11.03074931,6.904194553,7.730758976,7.926834294
